ticket_id,customer_id,created_date,category,priority,resolution_hours,satisfaction_rating
TKT-0002279,CUST-000673,2024-10-25,Account,Medium,82.3,3
TKT-0002280,CUST-001753,2024-03-02,Bug,Low,24.4,3
TKT-0002281,CUST-003248,2024-11-20,Bug,High,55.0,5
TKT-0002282,CUST-002946,2023-05-17,Bug,Low,26.9,3
TKT-0002283,CUST-004485,2023-08-29,Feature Request,High,60.2,5
TKT-0002284,CUST-000999,2024-05-11,Technical,Low,22.6,5
TKT-0002285,CUST-003859,2024-04-05,Account,High,71.3,5
TKT-0002286,CUST-003408,2023-07-16,Account,Critical,145.4,5
TKT-0002287,CUST-003445,2024-10-09,Feature Request,Medium,60.8,4
TKT-0002288,CUST-002050,2024-07-19,Account,High,62.4,4
TKT-0002289,CUST-002883,2023-04-22,Billing,Medium,36.4,4
TKT-0002290,CUST-002427,2023-08-13,Account,Medium,77.9,4
TKT-0002291,CUST-002060,2023-09-13,Technical,Low,31.5,5
TKT-0002292,CUST-004304,2023-01-08,Account,Medium,51.9,3
TKT-0002293,CUST-001938,2024-09-18,Billing,High,90.4,4
TKT-0002294,CUST-004515,2024-07-04,Technical,High,82.1,5
TKT-0002295,CUST-001080,2023-09-07,Bug,Medium,68.0,3
TKT-0002296,CUST-000074,2023-04-11,Account,High,41.7,5
TKT-0002297,CUST-002192,2023-09-27,Feature Request,Low,28.1,5
TKT-0002298,CUST-000328,2024-01-14,Bug,Medium,46.1,4
TKT-0002299,CUST-004161,2023-06-16,Technical,Medium,41.1,5
TKT-0002300,CUST-002505,2023-09-13,Billing,Medium,60.8,4
TKT-0002301,CUST-000865,2024-05-17,Feature Request,High,71.2,5
TKT-0002302,CUST-000976,2024-06-30,Bug,High,70.7,5
TKT-0002303,CUST-001284,2023-01-14,Account,High,80.3,3
TKT-0002304,CUST-002026,2023-08-01,Bug,Medium,52.8,4
TKT-0002305,CUST-003187,2023-11-13,Feature Request,Low,16.7,5
TKT-0002306,CUST-001287,2024-01-31,Billing,Medium,42.9,4
TKT-0002307,CUST-002142,2023-08-11,Bug,Low,23.5,3
TKT-0002308,CUST-004931,2023-07-20,Account,High,74.9,5
TKT-0002309,CUST-003944,2023-07-05,Technical,Medium,52.6,4
TKT-0002310,CUST-001432,2024-06-11,Technical,Medium,40.2,5
TKT-0002311,CUST-004730,2024-03-29,Billing,Low,25.1,4
TKT-0002312,CUST-000208,2023-09-28,Feature Request,Medium,64.6,3
TKT-0002313,CUST-000498,2024-10-10,Feature Request,Low,34.9,5
TKT-0002314,CUST-000318,2023-06-07,Technical,Low,21.1,4
TKT-0002315,CUST-000968,2024-01-09,Account,Low,22.9,4
TKT-0002316,CUST-001621,2024-03-02,Billing,High,57.9,2
TKT-0002317,CUST-000542,2023-11-24,Account,Medium,21.1,4
TKT-0002318,CUST-002547,2024-02-18,Feature Request,Low,26.7,3
TKT-0002319,CUST-004491,2024-07-19,Account,High,80.8,4
TKT-0002320,CUST-003063,2024-02-07,Technical,Medium,43.1,5
TKT-0002321,CUST-001716,2024-02-28,Bug,High,69.5,4
TKT-0002322,CUST-000986,2024-06-28,Feature Request,Low,33.0,5
TKT-0002323,CUST-002238,2023-02-04,Account,Low,31.6,5
TKT-0002324,CUST-001436,2024-11-05,Billing,Critical,70.9,4
TKT-0002325,CUST-001807,2023-12-08,Billing,High,63.0,4
TKT-0002326,CUST-002505,2024-07-21,Technical,Medium,41.7,4
TKT-0002327,CUST-003705,2023-02-11,Account,High,56.9,3
TKT-0002328,CUST-001978,2023-02-02,Billing,High,83.7,4
TKT-0002329,CUST-001373,2023-02-20,Bug,Low,23.8,2
TKT-0002330,CUST-000153,2024-01-04,Account,Medium,60.5,4
TKT-0002331,CUST-002957,2024-07-23,Feature Request,Low,33.5,3
TKT-0002332,CUST-004209,2024-08-12,Technical,Low,24.2,5
TKT-0002333,CUST-002093,2024-11-04,Bug,Low,20.6,5
TKT-0002334,CUST-004387,2023-12-25,Billing,Medium,48.7,2
TKT-0002335,CUST-004950,2024-12-17,Account,High,108.9,5
TKT-0002336,CUST-003151,2023-08-09,Bug,Medium,36.1,4
TKT-0002337,CUST-004727,2024-07-11,Billing,Medium,63.3,4
TKT-0002338,CUST-001734,2023-04-29,Bug,Medium,56.5,3
TKT-0002339,CUST-002221,2023-12-02,Feature Request,High,46.2,5
TKT-0002340,CUST-001765,2024-04-25,Account,Medium,39.1,4
TKT-0002341,CUST-004913,2024-01-17,Account,Low,24.8,4
TKT-0002342,CUST-004851,2023-02-24,Billing,Medium,55.4,3
TKT-0002343,CUST-000754,2023-04-05,Technical,Low,22.4,5
TKT-0002344,CUST-003199,2023-11-18,Billing,Low,17.3,2
TKT-0002345,CUST-001107,2023-10-04,Account,Low,9.0,4
TKT-0002346,CUST-004577,2023-08-15,Bug,Medium,29.5,5
TKT-0002347,CUST-003119,2024-12-02,Billing,High,77.2,5
TKT-0002348,CUST-002453,2024-07-10,Bug,Medium,67.0,5
TKT-0002349,CUST-000591,2024-12-05,Feature Request,Medium,67.0,5
TKT-0002350,CUST-000667,2023-12-08,Bug,Medium,54.8,3
TKT-0002351,CUST-000005,2024-04-09,Feature Request,Low,22.7,5
TKT-0002352,CUST-001710,2024-07-07,Billing,Low,13.5,5
TKT-0002353,CUST-000469,2023-04-20,Bug,Medium,52.5,3
TKT-0002354,CUST-004289,2024-07-27,Bug,Medium,13.9,5
TKT-0002355,CUST-002761,2024-10-12,Feature Request,High,39.1,4
TKT-0002356,CUST-003383,2023-02-20,Bug,Medium,44.6,4
TKT-0002357,CUST-003554,2024-05-07,Bug,Medium,49.5,4
TKT-0002358,CUST-003888,2024-04-09,Technical,Low,31.4,3
TKT-0002359,CUST-004934,2024-09-27,Feature Request,Medium,38.4,4
TKT-0002360,CUST-000657,2024-12-30,Feature Request,Medium,60.9,2
TKT-0002361,CUST-000527,2023-10-08,Bug,Medium,32.5,3
TKT-0002362,CUST-003055,2024-09-26,Feature Request,High,98.1,3
TKT-0002363,CUST-001476,2023-04-20,Billing,Low,26.5,5
TKT-0002364,CUST-003046,2023-10-16,Feature Request,Medium,26.1,4
TKT-0002365,CUST-001653,2024-06-27,Billing,Medium,36.9,4
TKT-0002366,CUST-002556,2024-06-16,Technical,High,36.9,4
TKT-0002367,CUST-002266,2023-04-28,Feature Request,Low,34.8,5
TKT-0002368,CUST-002246,2023-12-22,Billing,Medium,60.4,4
TKT-0002369,CUST-003034,2024-11-16,Bug,Low,28.3,5
TKT-0002370,CUST-004576,2024-10-11,Account,High,56.5,2
TKT-0002371,CUST-003347,2023-04-27,Bug,Medium,59.2,5
TKT-0002372,CUST-003762,2023-10-30,Bug,Low,14.7,4
TKT-0002373,CUST-004716,2023-10-05,Feature Request,Medium,35.7,4
TKT-0002374,CUST-003565,2024-03-13,Account,Low,12.9,3
TKT-0002375,CUST-003863,2024-02-21,Account,Low,30.9,4
TKT-0002376,CUST-000558,2023-04-05,Technical,High,123.6,3
TKT-0002377,CUST-001725,2024-09-02,Technical,High,89.8,4
TKT-0002378,CUST-002297,2024-11-04,Bug,Low,34.5,4
TKT-0002379,CUST-004878,2024-08-31,Technical,Medium,21.9,5
TKT-0002380,CUST-001482,2023-12-16,Bug,Low,31.3,2
TKT-0002381,CUST-001757,2023-09-16,Account,High,59.7,4
TKT-0002382,CUST-000905,2023-04-24,Bug,High,47.1,3
TKT-0002383,CUST-001046,2024-04-10,Bug,Medium,63.8,5
TKT-0002384,CUST-001881,2023-04-06,Feature Request,Low,19.3,5
TKT-0002385,CUST-001714,2023-02-06,Bug,Low,21.8,5
TKT-0002386,CUST-003752,2023-01-04,Feature Request,Medium,62.1,5
TKT-0002387,CUST-003525,2024-02-21,Feature Request,Low,29.8,4
TKT-0002388,CUST-003921,2024-01-08,Bug,Critical,103.4,5
TKT-0002389,CUST-003047,2024-02-29,Bug,Low,19.7,3
TKT-0002390,CUST-003439,2023-05-25,Bug,Medium,51.0,5
TKT-0002391,CUST-000153,2024-02-10,Billing,High,57.1,4
TKT-0002392,CUST-003443,2024-02-05,Technical,Low,26.4,3
TKT-0002393,CUST-004082,2024-03-14,Billing,Low,27.8,4
TKT-0002394,CUST-004828,2024-07-03,Feature Request,High,94.9,4
TKT-0002395,CUST-003310,2024-07-20,Technical,Low,31.7,4
TKT-0002396,CUST-002662,2024-01-06,Bug,Low,24.3,4
TKT-0002397,CUST-004934,2023-10-25,Technical,Medium,62.0,5
TKT-0002398,CUST-004228,2023-11-18,Account,Low,16.8,3
TKT-0002399,CUST-000530,2024-11-14,Bug,Low,25.6,5
TKT-0002400,CUST-003197,2023-12-07,Bug,Medium,55.2,4
TKT-0002401,CUST-001763,2023-08-29,Bug,Low,30.2,4
TKT-0002402,CUST-004624,2024-10-11,Technical,Medium,46.1,1
TKT-0002403,CUST-003013,2024-12-02,Account,Medium,16.7,4
TKT-0002404,CUST-004868,2024-02-13,Technical,Low,39.6,5
TKT-0002405,CUST-003813,2023-08-14,Bug,Medium,38.9,4
TKT-0002406,CUST-001726,2024-05-24,Bug,Medium,61.2,5
TKT-0002407,CUST-000123,2024-05-23,Billing,Low,31.5,1
TKT-0002408,CUST-000023,2024-03-11,Feature Request,Medium,56.6,5
TKT-0002409,CUST-001429,2024-03-19,Feature Request,Low,33.3,5
TKT-0002410,CUST-001787,2024-01-05,Billing,High,31.4,5
TKT-0002411,CUST-003674,2024-09-10,Account,High,98.4,5
TKT-0002412,CUST-004455,2024-09-27,Account,Medium,22.7,3
TKT-0002413,CUST-004372,2023-12-27,Account,Low,23.4,3
TKT-0002414,CUST-004068,2024-09-25,Bug,Low,35.9,5
TKT-0002415,CUST-003493,2024-09-05,Bug,High,69.5,3
TKT-0002416,CUST-003672,2023-02-16,Technical,Low,26.5,3
TKT-0002417,CUST-004499,2023-06-22,Feature Request,Low,8.5,5
TKT-0002418,CUST-004242,2024-11-09,Feature Request,Medium,64.1,4
TKT-0002419,CUST-004331,2023-08-23,Account,Medium,49.1,3
TKT-0002420,CUST-002822,2023-10-10,Bug,Low,43.0,3
TKT-0002421,CUST-000742,2023-10-16,Feature Request,Medium,25.1,3
TKT-0002422,CUST-001472,2023-05-16,Billing,High,56.3,4
TKT-0002423,CUST-002209,2023-08-27,Technical,Medium,32.9,4
TKT-0002424,CUST-001353,2024-07-28,Account,High,103.1,2
TKT-0002425,CUST-002913,2023-04-15,Technical,Low,24.4,4
TKT-0002426,CUST-003003,2024-03-14,Technical,High,119.7,3
TKT-0002427,CUST-004841,2023-07-05,Feature Request,Low,22.5,4
TKT-0002428,CUST-001937,2023-07-08,Bug,Medium,39.6,3
TKT-0002429,CUST-003445,2024-01-26,Technical,Medium,56.3,4
TKT-0002430,CUST-003422,2024-03-15,Bug,Low,28.9,5
TKT-0002431,CUST-002320,2023-10-03,Billing,Low,23.7,4
TKT-0002432,CUST-002727,2024-06-06,Feature Request,Medium,70.8,4
TKT-0002433,CUST-002230,2023-11-14,Account,Medium,20.6,2
TKT-0002434,CUST-003782,2024-09-20,Feature Request,Medium,30.2,2
TKT-0002435,CUST-004446,2024-10-23,Account,Medium,69.7,5
TKT-0002436,CUST-001710,2023-04-21,Feature Request,Medium,46.7,3
TKT-0002437,CUST-000472,2024-06-23,Billing,Medium,57.4,4
TKT-0002438,CUST-004362,2024-10-25,Account,High,51.0,3
TKT-0002439,CUST-002338,2024-02-06,Account,Medium,49.0,3
TKT-0002440,CUST-004073,2023-04-10,Account,Critical,131.5,4
TKT-0002441,CUST-004983,2023-11-16,Account,Medium,64.7,2
TKT-0002442,CUST-002873,2024-01-30,Technical,Low,19.9,5
TKT-0002443,CUST-004764,2023-06-14,Bug,Medium,63.4,4
TKT-0002444,CUST-002119,2024-07-15,Feature Request,Low,12.1,4
TKT-0002445,CUST-002262,2024-06-13,Technical,Medium,40.5,4
TKT-0002446,CUST-002014,2023-08-28,Bug,Low,29.3,2
TKT-0002447,CUST-004440,2024-02-18,Feature Request,Medium,44.5,3
TKT-0002448,CUST-002073,2023-08-12,Technical,Medium,58.2,4
TKT-0002449,CUST-004862,2024-12-30,Feature Request,Critical,155.0,5
TKT-0002450,CUST-004413,2023-12-10,Technical,Medium,34.6,4
TKT-0002451,CUST-002873,2024-07-04,Technical,Medium,33.7,5
TKT-0002452,CUST-002285,2023-03-03,Technical,Medium,77.3,5
TKT-0002453,CUST-002056,2024-11-06,Bug,Low,25.9,3
TKT-0002454,CUST-000939,2024-01-19,Bug,Medium,77.7,4
TKT-0002455,CUST-004064,2023-07-31,Technical,High,49.8,4
TKT-0002456,CUST-002280,2023-07-25,Account,High,67.5,4
TKT-0002457,CUST-004463,2023-03-30,Feature Request,Critical,92.7,2
TKT-0002458,CUST-003053,2024-11-05,Feature Request,Medium,44.9,5
TKT-0002459,CUST-002062,2024-01-05,Bug,High,92.9,3
TKT-0002460,CUST-004856,2023-03-26,Billing,Critical,130.2,5
TKT-0002461,CUST-000424,2024-10-07,Billing,Medium,53.6,5
TKT-0002462,CUST-000920,2023-07-24,Account,Low,18.1,3
TKT-0002463,CUST-004587,2023-03-21,Account,Low,19.7,5
TKT-0002464,CUST-001219,2024-11-24,Feature Request,Medium,40.0,4
TKT-0002465,CUST-002817,2023-07-21,Billing,High,77.8,3
TKT-0002466,CUST-002460,2023-12-20,Feature Request,High,102.5,4
TKT-0002467,CUST-001050,2024-03-17,Bug,Medium,32.4,3
TKT-0002468,CUST-003289,2023-04-27,Bug,High,108.7,4
TKT-0002469,CUST-004874,2023-04-22,Technical,Low,18.2,3
TKT-0002470,CUST-000887,2024-03-30,Billing,High,61.3,5
TKT-0002471,CUST-004027,2023-01-05,Account,High,12.5,5
TKT-0002472,CUST-001960,2023-06-17,Account,Critical,60.4,3
TKT-0002473,CUST-003872,2024-05-11,Technical,Low,30.8,3
TKT-0002474,CUST-000382,2024-06-02,Feature Request,Medium,41.8,4
TKT-0002475,CUST-000641,2023-10-24,Technical,Medium,57.3,5
TKT-0002476,CUST-003138,2024-05-01,Technical,Low,22.9,4
TKT-0002477,CUST-002703,2023-07-12,Account,Medium,38.1,3
TKT-0002478,CUST-004002,2023-11-01,Account,High,107.9,3
TKT-0002479,CUST-003160,2023-11-11,Technical,High,21.1,5
TKT-0002480,CUST-003497,2024-04-12,Billing,High,83.2,3
TKT-0002481,CUST-003219,2024-08-14,Billing,High,58.3,2
TKT-0002482,CUST-004556,2023-07-16,Bug,Medium,46.8,3
TKT-0002483,CUST-003529,2024-04-01,Feature Request,High,67.3,4
TKT-0002484,CUST-000569,2023-06-24,Billing,Medium,48.4,5
TKT-0002485,CUST-004994,2023-06-29,Technical,Medium,10.8,5
TKT-0002486,CUST-000328,2023-08-21,Feature Request,High,100.5,4
TKT-0002487,CUST-003960,2024-09-27,Technical,High,62.0,4
TKT-0002488,CUST-003338,2023-04-23,Bug,Low,5.0,4
TKT-0002489,CUST-002781,2024-05-09,Billing,High,52.1,5
TKT-0002490,CUST-003867,2024-01-25,Feature Request,Low,25.9,3
TKT-0002491,CUST-000829,2023-03-19,Account,Medium,36.3,4
TKT-0002492,CUST-004901,2024-09-16,Technical,Low,33.7,4
TKT-0002493,CUST-004944,2024-12-16,Bug,Medium,57.6,5
TKT-0002494,CUST-002987,2024-02-22,Bug,Low,24.1,5
TKT-0002495,CUST-004704,2024-07-24,Billing,Low,12.0,3
TKT-0002496,CUST-000448,2023-06-14,Billing,Medium,36.4,4
TKT-0002497,CUST-002675,2023-06-24,Billing,Low,29.0,5
TKT-0002498,CUST-004668,2023-12-21,Bug,Medium,38.6,4
TKT-0002499,CUST-004285,2024-06-18,Feature Request,Medium,42.5,4
TKT-0002500,CUST-002571,2024-07-13,Bug,Medium,38.6,4
TKT-0002501,CUST-000990,2023-12-16,Technical,High,75.5,4
TKT-0002502,CUST-000278,2024-11-13,Feature Request,Medium,31.9,4
TKT-0002503,CUST-000259,2024-06-19,Bug,High,68.6,4
TKT-0002504,CUST-000597,2023-10-07,Account,High,64.2,5
TKT-0002505,CUST-001973,2024-11-08,Bug,Low,22.5,3
TKT-0002506,CUST-003503,2023-07-21,Bug,Medium,59.2,3
TKT-0002507,CUST-001715,2023-05-04,Feature Request,Low,33.2,3
TKT-0002508,CUST-000179,2023-08-09,Technical,Low,14.4,5
TKT-0002509,CUST-002185,2024-10-11,Account,Medium,49.0,4
TKT-0002510,CUST-002542,2024-12-23,Bug,High,27.2,4
TKT-0002511,CUST-004277,2023-11-18,Technical,Low,20.1,5
TKT-0002512,CUST-000662,2024-12-13,Technical,Medium,46.8,5
TKT-0002513,CUST-003748,2024-11-28,Bug,Medium,29.4,4
TKT-0002514,CUST-000097,2024-11-28,Billing,Medium,30.6,1
TKT-0002515,CUST-001200,2024-05-22,Technical,Medium,46.2,4
TKT-0002516,CUST-001494,2023-11-08,Account,High,99.8,3
TKT-0002517,CUST-004487,2023-01-16,Bug,Low,23.0,4
TKT-0002518,CUST-001880,2024-06-24,Bug,Medium,29.6,3
TKT-0002519,CUST-002293,2024-04-03,Bug,Medium,29.8,1
TKT-0002520,CUST-000898,2023-11-11,Account,Critical,132.3,4
TKT-0002521,CUST-000838,2024-04-02,Account,Medium,51.6,5
TKT-0002522,CUST-003889,2023-10-08,Feature Request,Low,22.3,5
TKT-0002523,CUST-004154,2023-01-29,Bug,High,57.0,5
TKT-0002524,CUST-000579,2024-04-07,Technical,Low,20.3,5
TKT-0002525,CUST-003257,2023-07-19,Billing,Low,23.3,5
TKT-0002526,CUST-004868,2024-09-16,Billing,Low,21.3,4
TKT-0002527,CUST-003696,2024-05-03,Technical,Medium,74.2,3
TKT-0002528,CUST-004844,2023-06-05,Billing,High,62.1,1
TKT-0002529,CUST-000318,2024-08-11,Bug,Medium,51.2,3
TKT-0002530,CUST-001677,2024-10-05,Bug,Medium,48.0,4
TKT-0002531,CUST-001427,2024-03-05,Technical,High,67.6,4
TKT-0002532,CUST-002349,2023-04-17,Billing,High,72.2,4
TKT-0002533,CUST-000561,2024-05-13,Bug,High,54.6,4
TKT-0002534,CUST-002604,2023-12-22,Technical,Low,30.0,4
TKT-0002535,CUST-000787,2024-02-22,Account,High,64.6,3
TKT-0002536,CUST-003007,2023-12-16,Technical,Medium,57.7,5
TKT-0002537,CUST-004338,2024-03-25,Technical,Low,29.6,5
TKT-0002538,CUST-004939,2024-05-11,Feature Request,High,83.7,4
TKT-0002539,CUST-004780,2024-08-26,Bug,Low,19.0,3
TKT-0002540,CUST-000340,2024-08-08,Bug,Medium,59.1,4
TKT-0002541,CUST-000237,2023-02-26,Account,Medium,25.5,4
TKT-0002542,CUST-003133,2024-01-30,Bug,Medium,26.7,2
TKT-0002543,CUST-000886,2023-05-08,Billing,High,69.1,4
TKT-0002544,CUST-004865,2024-06-02,Technical,High,88.3,4
TKT-0002545,CUST-001790,2023-09-06,Bug,Low,32.7,3
TKT-0002546,CUST-003101,2023-10-24,Bug,High,90.3,5
TKT-0002547,CUST-004639,2023-09-26,Feature Request,Medium,50.5,5
TKT-0002548,CUST-003674,2023-06-02,Technical,High,75.4,4
TKT-0002549,CUST-000757,2023-12-03,Billing,Medium,72.1,4
TKT-0002550,CUST-000326,2023-05-08,Billing,Low,8.4,4
TKT-0002551,CUST-001264,2023-03-30,Bug,High,55.0,5
TKT-0002552,CUST-000735,2024-06-02,Billing,High,43.8,4
TKT-0002553,CUST-003900,2023-02-08,Technical,Medium,49.7,3
TKT-0002554,CUST-003916,2024-09-03,Account,High,93.2,5
TKT-0002555,CUST-002193,2023-11-20,Technical,High,88.3,4
TKT-0002556,CUST-003700,2023-09-24,Technical,Medium,52.9,4
TKT-0002557,CUST-002685,2023-12-08,Technical,Medium,34.8,4
TKT-0002558,CUST-004038,2023-11-17,Bug,High,115.3,4
TKT-0002559,CUST-002999,2023-03-21,Billing,Medium,67.0,1
TKT-0002560,CUST-003603,2024-08-22,Billing,Low,32.6,3
TKT-0002561,CUST-001657,2024-11-09,Account,High,84.8,4
TKT-0002562,CUST-003369,2023-05-10,Billing,Medium,47.9,4
TKT-0002563,CUST-000046,2023-10-24,Billing,Medium,58.5,4
TKT-0002564,CUST-001122,2023-04-17,Bug,Critical,109.1,2
TKT-0002565,CUST-002051,2024-01-13,Bug,High,74.2,5
TKT-0002566,CUST-004159,2023-05-13,Bug,High,66.6,1
TKT-0002567,CUST-003217,2024-06-10,Feature Request,Medium,41.9,4
TKT-0002568,CUST-002426,2024-03-18,Bug,Low,26.1,3
TKT-0002569,CUST-004819,2023-08-31,Feature Request,Low,26.1,2
TKT-0002570,CUST-001860,2023-11-15,Account,Medium,56.3,4
TKT-0002571,CUST-002294,2024-07-14,Account,Medium,55.3,4
TKT-0002572,CUST-002298,2023-09-15,Billing,Low,18.4,5
TKT-0002573,CUST-004685,2023-01-07,Bug,Medium,37.9,3
TKT-0002574,CUST-001720,2023-03-10,Account,High,91.7,5
TKT-0002575,CUST-001743,2024-03-12,Technical,Medium,57.7,5
TKT-0002576,CUST-001207,2023-03-31,Account,Medium,69.8,4
TKT-0002577,CUST-004041,2024-11-17,Bug,Critical,155.4,2
TKT-0002578,CUST-003634,2024-04-07,Bug,Medium,57.6,3
TKT-0002579,CUST-004256,2023-02-19,Billing,Low,22.5,5
TKT-0002580,CUST-000135,2024-10-27,Account,Medium,56.1,4
TKT-0002581,CUST-003711,2024-11-14,Feature Request,High,79.6,3
TKT-0002582,CUST-002432,2024-01-25,Bug,Medium,36.6,4
TKT-0002583,CUST-003906,2023-09-15,Feature Request,Medium,58.1,5
TKT-0002584,CUST-000649,2024-09-13,Bug,High,90.3,5
TKT-0002585,CUST-000282,2023-05-01,Billing,Medium,48.3,4
TKT-0002586,CUST-004561,2023-11-08,Bug,Medium,65.7,2
TKT-0002587,CUST-002016,2023-11-10,Account,Medium,51.9,4
TKT-0002588,CUST-004357,2023-11-30,Account,Critical,150.6,4
TKT-0002589,CUST-001778,2023-08-06,Bug,Medium,31.2,2
TKT-0002590,CUST-003910,2023-09-09,Account,High,62.6,5
TKT-0002591,CUST-004094,2024-05-19,Feature Request,Medium,80.4,5
TKT-0002592,CUST-000602,2024-12-06,Billing,Low,26.3,5
TKT-0002593,CUST-002324,2023-12-24,Feature Request,High,96.6,3
TKT-0002594,CUST-002920,2023-07-03,Technical,Low,22.0,4
TKT-0002595,CUST-002392,2023-01-21,Account,High,84.7,4
TKT-0002596,CUST-002786,2023-04-09,Feature Request,High,63.6,5
TKT-0002597,CUST-003912,2024-01-04,Account,Medium,51.3,5
TKT-0002598,CUST-000661,2024-01-26,Feature Request,Low,38.9,3
TKT-0002599,CUST-000500,2024-09-19,Bug,Medium,48.6,4
TKT-0002600,CUST-000759,2023-04-08,Feature Request,Low,19.8,2
TKT-0002601,CUST-001110,2023-10-10,Bug,Low,20.4,5
TKT-0002602,CUST-002783,2024-03-21,Bug,Low,22.0,5
TKT-0002603,CUST-001621,2024-11-20,Bug,Medium,51.1,5
TKT-0002604,CUST-001708,2023-04-22,Feature Request,High,50.6,5
TKT-0002605,CUST-003416,2024-01-24,Technical,Medium,60.2,4
TKT-0002606,CUST-001105,2024-12-02,Technical,Low,29.0,5
TKT-0002607,CUST-003198,2023-11-02,Technical,Low,9.7,4
TKT-0002608,CUST-002437,2023-03-20,Bug,Critical,181.6,4
TKT-0002609,CUST-000395,2023-12-26,Feature Request,Medium,39.2,3
TKT-0002610,CUST-000070,2024-04-30,Bug,Medium,14.7,5
TKT-0002611,CUST-001929,2023-08-22,Account,Critical,138.7,4
TKT-0002612,CUST-002681,2023-07-12,Bug,Medium,67.8,5
TKT-0002613,CUST-004860,2024-05-01,Account,High,90.0,4
TKT-0002614,CUST-004519,2024-03-11,Billing,Medium,34.8,4
TKT-0002615,CUST-002182,2024-06-14,Bug,High,107.0,4
TKT-0002616,CUST-004102,2023-10-04,Account,Medium,67.3,3
TKT-0002617,CUST-003412,2023-01-08,Feature Request,High,43.4,4
TKT-0002618,CUST-000067,2024-09-25,Bug,High,100.2,3
TKT-0002619,CUST-000332,2023-04-01,Feature Request,Medium,52.5,5
TKT-0002620,CUST-003081,2023-07-26,Technical,Low,18.5,4
TKT-0002621,CUST-003882,2023-10-01,Account,Medium,70.9,3
TKT-0002622,CUST-000345,2023-03-15,Billing,Low,32.4,3
TKT-0002623,CUST-002548,2024-10-06,Account,Low,19.4,2
TKT-0002624,CUST-003869,2024-05-18,Feature Request,Medium,60.9,3
TKT-0002625,CUST-002491,2024-06-02,Billing,Critical,128.0,5
TKT-0002626,CUST-000752,2023-03-12,Feature Request,Low,25.8,4
TKT-0002627,CUST-003699,2023-01-16,Billing,High,69.1,4
TKT-0002628,CUST-003450,2024-09-25,Account,Medium,50.9,5
TKT-0002629,CUST-003060,2023-01-06,Account,Medium,58.1,5
TKT-0002630,CUST-003658,2024-05-13,Technical,High,69.5,5
TKT-0002631,CUST-000950,2023-04-24,Billing,Medium,66.4,4
TKT-0002632,CUST-003597,2024-08-10,Technical,High,101.1,5
TKT-0002633,CUST-000173,2024-01-19,Bug,Critical,102.6,3
TKT-0002634,CUST-002495,2024-05-08,Technical,High,44.6,5
TKT-0002635,CUST-000734,2024-10-19,Bug,Low,29.3,4
TKT-0002636,CUST-001737,2023-04-15,Account,Medium,28.2,3
TKT-0002637,CUST-004492,2024-11-03,Account,Critical,180.3,2
TKT-0002638,CUST-002434,2023-11-03,Account,High,85.2,4
TKT-0002639,CUST-000273,2023-12-20,Feature Request,Low,23.3,3
TKT-0002640,CUST-001304,2023-04-15,Account,High,61.8,4
TKT-0002641,CUST-002596,2023-11-16,Bug,Low,17.9,3
TKT-0002642,CUST-002205,2024-08-19,Feature Request,Low,23.4,4
TKT-0002643,CUST-002988,2024-01-03,Account,Low,26.2,5
TKT-0002644,CUST-003260,2023-04-12,Billing,Critical,125.1,5
TKT-0002645,CUST-002670,2023-10-14,Technical,Low,13.7,2
TKT-0002646,CUST-003144,2024-08-19,Billing,Low,24.4,5
TKT-0002647,CUST-004656,2024-12-08,Account,Low,22.6,5
TKT-0002648,CUST-001049,2024-10-29,Account,Medium,46.0,4
TKT-0002649,CUST-003153,2024-01-03,Technical,Low,28.8,4
TKT-0002650,CUST-002328,2023-12-01,Billing,Medium,50.5,5
TKT-0002651,CUST-000490,2024-06-28,Account,Low,26.3,4
TKT-0002652,CUST-001295,2023-07-13,Technical,Medium,50.6,4
TKT-0002653,CUST-001277,2024-07-09,Bug,High,92.2,5
TKT-0002654,CUST-001026,2024-05-13,Feature Request,Low,22.3,4
TKT-0002655,CUST-004063,2023-08-06,Bug,Medium,53.0,5
TKT-0002656,CUST-002239,2024-01-28,Account,Low,25.9,3
TKT-0002657,CUST-000452,2024-07-16,Billing,Medium,49.1,2
TKT-0002658,CUST-004308,2023-02-07,Technical,Medium,51.3,5
TKT-0002659,CUST-004336,2024-04-23,Billing,Low,32.0,5
TKT-0002660,CUST-000513,2023-06-29,Billing,Low,30.5,4
TKT-0002661,CUST-002859,2024-09-01,Technical,Medium,64.1,5
TKT-0002662,CUST-000960,2024-02-08,Bug,Medium,66.2,3
TKT-0002663,CUST-003966,2024-03-12,Bug,High,71.7,1
TKT-0002664,CUST-001199,2023-03-21,Feature Request,Medium,54.5,4
TKT-0002665,CUST-002155,2024-06-13,Bug,Medium,64.9,3
TKT-0002666,CUST-004345,2023-02-20,Bug,High,60.1,4
TKT-0002667,CUST-004626,2024-07-01,Bug,Medium,39.9,4
TKT-0002668,CUST-000272,2023-09-21,Technical,High,69.6,2
TKT-0002669,CUST-000699,2023-09-05,Account,High,132.8,4
TKT-0002670,CUST-002091,2024-06-16,Account,Medium,51.2,4
TKT-0002671,CUST-000802,2024-06-15,Account,Medium,47.7,5
TKT-0002672,CUST-001997,2023-03-12,Technical,Low,25.3,5
TKT-0002673,CUST-002945,2024-01-27,Billing,Low,31.9,2
