customer_id,signup_date,region,plan,industry,company_size,mrr,tenure_months,churned,nps_score,support_tickets,feature_adoption_score
CUST-001283,2022-10-02,Europe,Pro,Technology,SMB,134.93,27,True,19,2,26.3
CUST-001284,2022-12-22,North America,Pro,Healthcare,Enterprise,138.99,24,False,15,3,10.5
CUST-001285,2021-08-01,North America,Basic,Retail,Startup,52.03,41,False,-2,1,24.7
CUST-001286,2024-03-29,Europe,Pro,Technology,SMB,159.4,9,False,17,1,28.5
CUST-001287,2023-11-06,North America,Enterprise,Healthcare,Mid-Market,496.14,14,False,63,2,25.0
CUST-001288,2022-03-12,North America,Basic,Finance,Mid-Market,36.94,34,False,20,3,31.7
CUST-001289,2021-11-13,North America,Enterprise,Healthcare,Startup,497.54,38,False,43,1,65.0
CUST-001290,2023-09-15,North America,Basic,Education,Startup,46.28,15,False,13,3,5.0
CUST-001291,2022-04-05,North America,Basic,Manufacturing,SMB,50.18,33,False,55,3,59.9
CUST-001292,2021-08-10,North America,Basic,Healthcare,SMB,36.98,41,False,47,1,5.2
CUST-001293,2022-12-19,Europe,Enterprise,Healthcare,SMB,490.63,24,False,30,4,59.2
CUST-001294,2024-02-14,Europe,Basic,Healthcare,SMB,59.24,10,False,39,2,63.8
CUST-001295,2023-01-23,Asia Pacific,Enterprise,Technology,Enterprise,506.61,23,False,41,3,39.6
CUST-001296,2021-08-24,North America,Enterprise,Retail,SMB,510.64,40,False,14,4,82.6
CUST-001297,2022-07-25,North America,Basic,Healthcare,SMB,30.5,29,True,18,3,6.3
CUST-001298,2024-03-21,North America,Basic,Healthcare,SMB,40.14,9,False,53,2,25.4
CUST-001299,2022-04-09,Europe,Pro,Education,Startup,158.91,33,True,65,3,16.4
CUST-001300,2023-05-29,Europe,Basic,Education,Startup,54.92,19,False,37,4,24.3
CUST-001301,2024-02-23,North America,Pro,Finance,Enterprise,153.07,10,False,48,4,37.7
CUST-001302,2024-02-15,Asia Pacific,Basic,Finance,Mid-Market,45.38,10,False,59,2,45.2
CUST-001303,2021-02-23,North America,Basic,Education,Startup,42.8,46,False,28,1,62.8
CUST-001304,2022-07-02,Europe,Pro,Retail,Mid-Market,149.32,30,False,33,2,30.5
CUST-001305,2021-03-01,Europe,Basic,Finance,Startup,44.51,46,True,49,3,12.7
CUST-001306,2022-01-05,Asia Pacific,Basic,Manufacturing,Mid-Market,54.28,36,False,78,4,52.9
CUST-001307,2022-07-14,Europe,Basic,Manufacturing,Startup,49.37,30,False,49,5,5.9
CUST-001308,2022-09-25,Asia Pacific,Basic,Retail,Mid-Market,39.29,27,False,41,3,45.1
CUST-001309,2022-11-27,North America,Pro,Education,Startup,155.35,25,False,23,0,49.4
CUST-001310,2022-12-20,Asia Pacific,Pro,Finance,SMB,161.54,24,False,33,2,5.1
CUST-001311,2021-01-13,North America,Basic,Healthcare,Mid-Market,62.21,48,False,48,0,47.0
CUST-001312,2022-01-07,Asia Pacific,Pro,Education,Startup,155.73,36,False,46,3,17.9
CUST-001313,2021-10-21,Europe,Pro,Finance,SMB,155.87,38,False,23,4,24.8
CUST-001314,2024-03-05,Asia Pacific,Basic,Retail,Startup,37.39,10,True,61,2,43.8
CUST-001315,2023-04-01,Europe,Basic,Manufacturing,Mid-Market,42.29,21,False,61,4,33.3
CUST-001316,2021-05-23,Europe,Enterprise,Retail,SMB,497.32,43,False,32,3,52.6
CUST-001317,2021-10-18,Europe,Pro,Finance,SMB,154.93,39,True,40,2,19.0
CUST-001318,2021-03-04,Europe,Pro,Retail,Enterprise,143.0,46,False,22,3,32.1
CUST-001319,2021-07-07,North America,Pro,Finance,SMB,145.93,42,False,18,5,36.9
CUST-001320,2023-12-23,North America,Basic,Finance,Startup,54.6,12,True,41,1,41.6
CUST-001321,2022-03-17,North America,Pro,Retail,Mid-Market,150.37,34,False,19,1,39.4
CUST-001322,2023-02-10,North America,Pro,Technology,Mid-Market,152.34,23,False,47,3,19.6
CUST-001323,2023-05-10,Asia Pacific,Pro,Healthcare,Enterprise,141.22,20,False,27,5,46.2
CUST-001324,2023-07-19,North America,Basic,Education,Startup,45.8,17,False,56,1,17.6
CUST-001325,2022-11-30,Latin America,Basic,Manufacturing,SMB,44.3,25,False,33,2,38.7
CUST-001326,2021-11-19,North America,Basic,Healthcare,Mid-Market,48.99,37,False,-3,3,9.7
CUST-001327,2023-01-28,North America,Enterprise,Education,Mid-Market,494.67,23,False,27,2,30.9
CUST-001328,2022-10-01,Asia Pacific,Basic,Education,Mid-Market,43.31,27,False,37,5,16.0
CUST-001329,2022-10-27,Europe,Basic,Manufacturing,SMB,50.25,26,False,0,4,33.2
CUST-001330,2024-03-08,Europe,Basic,Healthcare,SMB,69.97,9,False,2,3,26.1
CUST-001331,2021-06-23,Europe,Basic,Manufacturing,Startup,54.84,42,False,31,4,19.7
CUST-001332,2021-04-18,Europe,Pro,Finance,Enterprise,131.2,45,False,55,1,22.0
CUST-001333,2021-11-15,North America,Pro,Manufacturing,Startup,152.51,38,False,47,1,31.7
CUST-001334,2021-11-19,Latin America,Pro,Retail,SMB,143.85,37,False,34,1,32.0
CUST-001335,2021-04-12,Latin America,Basic,Technology,SMB,39.59,45,False,17,2,12.7
CUST-001336,2021-06-17,Europe,Pro,Technology,SMB,156.04,43,False,16,2,61.3
CUST-001337,2022-07-12,North America,Basic,Technology,SMB,49.77,30,False,47,2,23.1
CUST-001338,2023-06-27,Europe,Basic,Healthcare,Mid-Market,73.86,18,False,38,2,21.9
CUST-001339,2023-05-19,North America,Basic,Healthcare,SMB,47.86,19,False,52,0,69.9
CUST-001340,2023-09-22,North America,Basic,Finance,SMB,46.74,15,False,59,4,22.5
CUST-001341,2023-06-25,North America,Basic,Technology,SMB,60.97,18,False,25,1,1.4
CUST-001342,2023-04-29,Europe,Pro,Finance,Mid-Market,149.22,20,False,43,0,50.5
CUST-001343,2022-07-14,Asia Pacific,Pro,Technology,Enterprise,138.43,30,False,46,1,37.8
CUST-001344,2022-03-18,Europe,Pro,Healthcare,Mid-Market,140.19,33,False,21,2,40.0
CUST-001345,2023-11-16,Europe,Basic,Retail,Mid-Market,45.72,13,False,22,2,34.4
CUST-001346,2021-08-22,North America,Basic,Retail,SMB,55.58,40,True,49,6,21.3
CUST-001347,2022-12-08,North America,Basic,Retail,Mid-Market,61.72,25,True,35,3,37.6
CUST-001348,2023-05-31,North America,Enterprise,Manufacturing,Enterprise,507.02,19,False,17,2,50.8
CUST-001349,2021-08-16,Latin America,Pro,Retail,SMB,154.68,41,False,18,3,39.1
CUST-001350,2022-08-04,North America,Pro,Education,Startup,159.97,29,False,9,3,17.9
CUST-001351,2023-09-24,Asia Pacific,Basic,Technology,Enterprise,55.21,15,False,27,2,39.4
CUST-001352,2023-12-16,Europe,Pro,Retail,Mid-Market,139.97,12,False,14,0,50.9
CUST-001353,2022-09-24,North America,Basic,Education,SMB,46.79,27,False,37,6,12.5
CUST-001354,2021-04-04,Europe,Pro,Education,Enterprise,143.85,45,False,80,2,71.1
CUST-001355,2022-03-28,Europe,Enterprise,Education,SMB,511.62,33,False,44,1,29.5
CUST-001356,2023-03-21,Asia Pacific,Enterprise,Finance,SMB,489.45,21,False,56,4,27.6
CUST-001357,2021-04-23,Asia Pacific,Pro,Finance,Mid-Market,139.65,44,False,43,1,64.8
CUST-001358,2021-01-16,North America,Basic,Education,SMB,50.7,48,False,2,2,49.2
CUST-001359,2022-02-23,North America,Enterprise,Manufacturing,Mid-Market,518.29,34,False,37,5,37.1
CUST-001360,2022-09-10,Europe,Pro,Retail,Startup,156.35,28,False,21,3,33.7
CUST-001361,2022-03-09,Asia Pacific,Basic,Technology,Startup,59.42,34,False,18,1,4.1
CUST-001362,2021-10-09,North America,Basic,Manufacturing,SMB,37.93,39,False,30,1,4.0
CUST-001363,2022-06-08,Europe,Basic,Healthcare,SMB,55.69,31,False,47,4,64.3
CUST-001364,2022-08-16,Europe,Basic,Finance,Startup,37.89,28,False,28,1,24.8
CUST-001365,2022-11-03,Europe,Basic,Retail,Enterprise,56.31,26,False,52,5,36.2
CUST-001366,2021-09-03,North America,Pro,Retail,SMB,133.29,40,False,38,4,16.1
CUST-001367,2021-01-16,Europe,Basic,Healthcare,Startup,45.61,48,False,41,2,23.3
CUST-001368,2023-10-16,Asia Pacific,Basic,Healthcare,SMB,28.47,14,False,33,3,13.8
CUST-001369,2023-06-01,North America,Pro,Retail,Mid-Market,140.15,19,True,60,0,31.7
CUST-001370,2021-12-26,North America,Pro,Healthcare,SMB,134.75,36,False,20,3,5.8
CUST-001371,2021-09-22,Latin America,Pro,Retail,Startup,155.51,39,False,22,1,5.6
CUST-001372,2023-02-18,North America,Basic,Manufacturing,Startup,49.94,22,False,28,4,27.0
CUST-001373,2023-12-27,Asia Pacific,Enterprise,Healthcare,SMB,494.32,12,False,45,4,31.2
CUST-001374,2022-04-17,Europe,Enterprise,Manufacturing,SMB,500.17,32,False,47,5,63.2
CUST-001375,2023-10-22,North America,Basic,Manufacturing,Mid-Market,40.69,14,False,23,1,45.5
CUST-001376,2024-02-19,Asia Pacific,Basic,Healthcare,Enterprise,52.22,10,False,52,1,59.6
CUST-001377,2022-12-27,North America,Pro,Retail,Startup,148.22,24,False,15,1,45.1
CUST-001378,2021-05-28,Europe,Pro,Education,Mid-Market,171.81,43,False,49,0,17.6
CUST-001379,2023-03-25,North America,Enterprise,Retail,Enterprise,515.34,21,False,42,4,46.3
CUST-001380,2021-03-28,Europe,Enterprise,Technology,Enterprise,508.41,45,True,35,0,23.2
CUST-001381,2023-06-13,North America,Pro,Healthcare,Enterprise,151.92,18,False,44,0,47.4
CUST-001382,2021-02-08,North America,Pro,Finance,Mid-Market,153.2,47,False,32,3,52.2
CUST-001383,2023-07-31,Latin America,Basic,Healthcare,SMB,61.41,17,False,40,3,35.9
CUST-001384,2021-06-09,North America,Basic,Technology,SMB,51.88,43,False,83,1,38.3
CUST-001385,2022-10-04,Europe,Basic,Manufacturing,SMB,52.5,27,False,52,0,11.8
CUST-001386,2024-03-25,North America,Pro,Finance,Mid-Market,143.24,9,False,24,2,18.4
CUST-001387,2023-05-30,Asia Pacific,Pro,Finance,SMB,142.13,19,False,28,1,31.1
CUST-001388,2024-03-20,North America,Pro,Retail,Startup,147.93,9,False,59,1,39.6
CUST-001389,2023-04-09,Latin America,Basic,Education,Startup,22.85,21,False,27,2,4.4
CUST-001390,2023-05-06,Europe,Pro,Retail,Mid-Market,148.71,20,False,69,1,14.8
CUST-001391,2022-08-16,North America,Basic,Finance,Mid-Market,46.58,28,False,50,0,32.8
CUST-001392,2021-08-24,North America,Basic,Finance,SMB,57.79,40,False,7,2,2.0
CUST-001393,2023-04-10,North America,Pro,Education,SMB,161.25,21,False,52,3,55.1
CUST-001394,2021-02-12,Europe,Pro,Healthcare,Mid-Market,174.71,47,False,-8,4,24.5
CUST-001395,2022-10-28,North America,Enterprise,Education,Startup,504.8,26,False,28,0,57.3
CUST-001396,2021-12-18,Asia Pacific,Basic,Manufacturing,SMB,50.52,36,False,52,3,21.0
CUST-001397,2023-08-01,North America,Basic,Retail,SMB,43.34,17,False,-2,2,64.0
CUST-001398,2023-01-12,North America,Basic,Healthcare,Enterprise,38.51,23,True,75,4,45.8
CUST-001399,2021-06-30,Europe,Basic,Retail,SMB,58.14,42,True,54,0,47.9
CUST-001400,2023-06-14,Europe,Enterprise,Education,SMB,498.73,18,False,15,1,38.3
CUST-001401,2021-08-05,North America,Pro,Healthcare,Mid-Market,153.25,41,True,65,2,30.3
CUST-001402,2022-05-14,North America,Enterprise,Education,SMB,499.19,32,False,-3,2,44.1
CUST-001403,2023-06-12,North America,Basic,Manufacturing,Startup,49.45,18,False,14,3,31.6
CUST-001404,2023-04-01,Europe,Enterprise,Technology,SMB,501.19,21,False,6,1,22.0
CUST-001405,2023-12-10,Europe,Basic,Finance,Enterprise,53.22,12,False,-4,4,7.5
CUST-001406,2021-06-11,Europe,Enterprise,Healthcare,SMB,508.41,43,True,28,2,62.0
CUST-001407,2023-03-22,Asia Pacific,Basic,Finance,Mid-Market,36.68,21,False,38,4,18.1
CUST-001408,2022-09-28,Asia Pacific,Basic,Technology,Enterprise,54.86,27,False,38,1,48.7
CUST-001409,2022-11-27,Europe,Pro,Healthcare,Mid-Market,136.12,25,False,37,1,15.7
CUST-001410,2022-03-30,Asia Pacific,Enterprise,Finance,Mid-Market,506.01,33,False,36,4,40.9
CUST-001411,2022-11-14,North America,Basic,Finance,Mid-Market,52.2,25,False,11,2,71.7
CUST-001412,2021-12-11,North America,Basic,Healthcare,Enterprise,48.23,37,False,24,5,34.8
CUST-001413,2021-06-06,North America,Enterprise,Finance,Enterprise,498.62,43,False,-20,7,17.8
CUST-001414,2023-11-12,North America,Basic,Finance,Enterprise,50.37,13,False,56,1,29.7
CUST-001415,2021-08-22,Europe,Basic,Healthcare,Mid-Market,59.91,40,False,36,3,29.3
CUST-001416,2023-12-23,Asia Pacific,Basic,Finance,SMB,59.02,12,False,36,2,36.5
CUST-001417,2023-11-11,North America,Basic,Finance,Startup,57.85,13,False,50,2,4.3
CUST-001418,2022-02-02,North America,Enterprise,Retail,SMB,485.54,35,False,52,2,55.7
CUST-001419,2022-12-17,Europe,Pro,Manufacturing,Enterprise,154.76,24,False,27,2,16.5
CUST-001420,2022-12-21,Asia Pacific,Pro,Retail,Mid-Market,125.02,24,False,32,1,38.2
CUST-001421,2021-10-30,North America,Enterprise,Technology,SMB,477.69,38,False,66,2,48.4
CUST-001422,2022-04-29,Europe,Basic,Retail,SMB,60.24,32,False,23,0,30.9
CUST-001423,2021-07-30,North America,Basic,Retail,SMB,34.53,41,False,66,3,27.4
CUST-001424,2021-10-27,North America,Basic,Technology,SMB,47.21,38,False,27,0,19.4
CUST-001425,2022-06-09,Latin America,Basic,Finance,Mid-Market,63.04,31,False,-3,2,48.6
CUST-001426,2022-02-09,Latin America,Basic,Finance,SMB,54.84,35,False,36,1,6.1
CUST-001427,2021-12-22,North America,Enterprise,Retail,Startup,502.7,36,False,27,4,70.4
CUST-001428,2021-11-10,Latin America,Pro,Technology,SMB,148.46,38,False,8,5,41.3
CUST-001429,2021-06-04,Europe,Basic,Finance,Startup,50.26,43,False,33,1,27.0
CUST-001430,2021-12-29,Asia Pacific,Pro,Education,Enterprise,142.75,36,False,25,3,31.4
CUST-001431,2023-10-09,Europe,Pro,Healthcare,SMB,144.2,14,False,72,2,25.9
CUST-001432,2023-08-09,Europe,Enterprise,Healthcare,Enterprise,499.86,17,False,54,0,32.6
CUST-001433,2024-02-29,Europe,Enterprise,Manufacturing,Startup,501.32,10,False,15,2,36.6
CUST-001434,2024-04-01,Europe,Pro,Healthcare,Startup,147.42,9,False,20,1,20.0
CUST-001435,2023-07-09,North America,Pro,Retail,Mid-Market,126.64,18,False,55,1,32.8
CUST-001436,2024-03-02,North America,Pro,Healthcare,Mid-Market,164.65,10,False,59,1,5.1
CUST-001437,2022-10-24,North America,Pro,Healthcare,SMB,158.37,26,False,28,3,45.1
CUST-001438,2022-10-10,Europe,Basic,Education,Startup,46.96,27,False,25,2,13.1
CUST-001439,2021-11-06,North America,Basic,Finance,Startup,58.68,38,False,32,3,14.9
CUST-001440,2023-06-20,Europe,Pro,Education,Mid-Market,145.41,18,False,40,4,16.4
CUST-001441,2021-05-20,Latin America,Basic,Retail,Startup,52.18,44,False,49,2,12.2
CUST-001442,2023-08-19,North America,Basic,Healthcare,SMB,29.77,16,False,50,6,17.5
CUST-001443,2023-06-25,Europe,Pro,Finance,Mid-Market,151.57,18,False,13,2,26.2
CUST-001444,2022-09-13,North America,Basic,Manufacturing,Startup,46.19,28,False,27,3,24.0
CUST-001445,2022-07-17,Asia Pacific,Pro,Manufacturing,Startup,151.18,29,False,-6,1,44.4
CUST-001446,2021-04-26,North America,Pro,Healthcare,Startup,166.1,44,False,34,1,20.3
CUST-001447,2022-12-22,Europe,Enterprise,Healthcare,Enterprise,498.82,24,False,7,4,54.6
CUST-001448,2023-11-06,Asia Pacific,Basic,Manufacturing,SMB,44.42,14,False,20,3,31.6
CUST-001449,2021-06-01,Asia Pacific,Basic,Manufacturing,Enterprise,44.54,43,False,57,3,22.5
CUST-001450,2022-09-28,Europe,Pro,Retail,SMB,134.84,27,False,42,2,23.3
CUST-001451,2023-08-04,Europe,Pro,Healthcare,Mid-Market,153.04,17,False,41,0,48.1
CUST-001452,2023-07-15,Europe,Enterprise,Manufacturing,Startup,504.34,17,True,35,2,58.4
CUST-001453,2021-03-19,Asia Pacific,Basic,Technology,SMB,49.65,46,False,63,4,19.5
CUST-001454,2021-04-27,Europe,Basic,Manufacturing,Mid-Market,58.2,44,False,22,1,33.3
CUST-001455,2023-01-26,North America,Enterprise,Finance,Mid-Market,508.29,23,False,38,3,32.5
CUST-001456,2022-08-11,Asia Pacific,Basic,Finance,Mid-Market,49.7,29,False,37,1,45.3
CUST-001457,2021-06-07,Europe,Pro,Technology,Mid-Market,154.85,43,False,28,1,37.8
CUST-001458,2021-07-04,Europe,Basic,Retail,Startup,70.73,42,False,77,2,34.7
CUST-001459,2023-11-05,North America,Basic,Healthcare,SMB,40.78,14,False,10,2,43.6
CUST-001460,2023-02-27,Europe,Basic,Healthcare,SMB,56.73,22,False,-1,3,21.1
CUST-001461,2023-08-06,North America,Basic,Manufacturing,Mid-Market,49.87,17,False,37,2,27.6
CUST-001462,2024-04-03,Europe,Pro,Finance,SMB,159.46,9,False,22,2,27.4
CUST-001463,2024-02-10,North America,Enterprise,Retail,Enterprise,491.07,10,False,-11,1,28.2
CUST-001464,2021-03-26,Europe,Basic,Retail,SMB,51.0,45,False,42,2,23.2
CUST-001465,2023-07-11,Latin America,Pro,Retail,Mid-Market,142.2,17,False,39,4,16.0
CUST-001466,2024-03-16,North America,Basic,Manufacturing,SMB,31.33,9,False,57,2,20.9
CUST-001467,2022-01-21,Latin America,Pro,Healthcare,SMB,163.04,35,False,23,2,24.7
CUST-001468,2022-10-21,North America,Basic,Retail,Mid-Market,44.66,26,True,-2,2,49.6
CUST-001469,2023-09-02,Asia Pacific,Enterprise,Manufacturing,SMB,490.58,16,False,16,2,51.1
CUST-001470,2023-10-24,Asia Pacific,Pro,Manufacturing,Enterprise,143.23,14,True,-3,1,15.6
CUST-001471,2021-11-05,Europe,Pro,Technology,Mid-Market,167.24,38,False,64,3,21.1
CUST-001472,2021-05-07,Europe,Pro,Education,SMB,162.11,44,True,55,6,36.3
CUST-001473,2023-07-12,Asia Pacific,Pro,Retail,Mid-Market,146.82,17,False,60,1,28.5
CUST-001474,2021-07-31,North America,Enterprise,Education,Mid-Market,507.61,41,False,48,1,35.5
CUST-001475,2022-12-05,North America,Pro,Healthcare,Mid-Market,138.25,25,False,6,3,21.6
CUST-001476,2021-06-22,Europe,Enterprise,Manufacturing,Startup,504.24,42,False,26,3,31.7
CUST-001477,2023-10-31,Asia Pacific,Pro,Retail,SMB,144.69,14,False,50,1,25.0
CUST-001478,2021-12-20,Asia Pacific,Basic,Finance,Mid-Market,53.36,36,False,1,4,16.4
CUST-001479,2021-03-22,Asia Pacific,Pro,Healthcare,Mid-Market,135.26,46,False,43,3,8.9
CUST-001480,2022-05-23,North America,Basic,Technology,SMB,43.05,31,False,50,3,58.1
CUST-001481,2023-06-16,Asia Pacific,Pro,Technology,Startup,150.82,18,False,80,0,28.7
CUST-001482,2023-06-19,North America,Basic,Education,SMB,50.71,18,False,54,2,5.3
CUST-001483,2023-12-10,Europe,Pro,Manufacturing,Startup,134.37,12,False,44,5,52.0
CUST-001484,2023-12-07,North America,Basic,Education,Mid-Market,39.28,13,False,35,0,27.0
CUST-001485,2021-11-22,North America,Basic,Finance,Mid-Market,53.23,37,False,45,1,5.6
CUST-001486,2023-01-16,North America,Basic,Finance,SMB,52.06,23,False,47,4,31.4
CUST-001487,2023-02-03,North America,Enterprise,Technology,Mid-Market,505.55,23,False,-6,4,34.1
CUST-001488,2022-08-03,Europe,Basic,Retail,SMB,50.9,29,False,39,2,29.1
CUST-001489,2023-03-05,North America,Basic,Technology,Mid-Market,38.47,22,False,-17,3,42.2
CUST-001490,2023-04-18,North America,Pro,Technology,Startup,145.46,20,False,-10,1,18.1
CUST-001491,2022-11-24,North America,Pro,Finance,SMB,154.31,25,False,35,0,10.0
CUST-001492,2021-04-18,North America,Basic,Education,Mid-Market,38.98,45,False,44,4,35.8
CUST-001493,2022-11-17,North America,Basic,Finance,Startup,37.74,25,False,8,1,34.7
CUST-001494,2021-05-15,North America,Basic,Manufacturing,SMB,45.97,44,False,56,4,17.1
CUST-001495,2022-11-07,Europe,Enterprise,Finance,SMB,501.71,26,False,65,1,23.0
CUST-001496,2021-07-13,Europe,Basic,Finance,Startup,30.57,42,False,51,5,30.5
CUST-001497,2024-02-17,Europe,Basic,Technology,SMB,46.58,10,False,34,0,57.4
CUST-001498,2023-03-03,Europe,Basic,Retail,Startup,54.19,22,True,41,3,21.1
CUST-001499,2022-08-05,North America,Basic,Technology,Enterprise,56.15,29,False,37,0,68.1
CUST-001500,2022-06-01,Asia Pacific,Pro,Healthcare,Mid-Market,138.96,31,True,39,5,56.9
CUST-001501,2021-11-04,Europe,Basic,Finance,SMB,52.72,38,False,14,1,29.4
CUST-001502,2022-11-14,Europe,Basic,Finance,Mid-Market,58.94,25,True,27,3,65.8
CUST-001503,2021-06-16,North America,Basic,Healthcare,Startup,55.07,43,False,36,1,19.5
CUST-001504,2024-04-08,North America,Basic,Finance,SMB,44.88,8,False,41,2,42.6
CUST-001505,2021-10-17,North America,Basic,Finance,SMB,25.15,39,False,46,6,34.6
CUST-001506,2022-12-18,North America,Pro,Manufacturing,Startup,151.09,24,False,15,2,60.8
CUST-001507,2022-09-28,Europe,Pro,Finance,Mid-Market,164.79,27,True,31,0,18.4
CUST-001508,2023-03-14,Europe,Enterprise,Healthcare,Startup,507.24,21,False,29,1,53.0
CUST-001509,2021-09-22,Europe,Enterprise,Technology,Mid-Market,506.55,39,False,74,4,35.6
CUST-001510,2021-06-23,Asia Pacific,Pro,Finance,SMB,150.68,42,False,39,1,41.8
CUST-001511,2022-09-27,Asia Pacific,Basic,Retail,Startup,57.97,27,False,48,1,44.6
CUST-001512,2024-02-19,Europe,Pro,Healthcare,Mid-Market,152.03,10,False,54,2,48.6
CUST-001513,2023-02-11,Latin America,Pro,Education,SMB,131.54,22,False,52,1,47.0
CUST-001514,2022-11-04,North America,Pro,Manufacturing,SMB,157.92,26,False,-5,4,16.3
CUST-001515,2021-09-19,North America,Pro,Healthcare,SMB,140.39,39,False,31,1,49.0
CUST-001516,2023-12-15,North America,Basic,Technology,Startup,49.67,12,False,48,1,5.1
CUST-001517,2021-07-11,Europe,Pro,Healthcare,Enterprise,156.39,42,False,37,1,36.4
CUST-001518,2023-05-18,Asia Pacific,Pro,Education,SMB,141.51,19,False,1,4,8.8
CUST-001519,2023-11-08,North America,Enterprise,Manufacturing,Startup,489.15,13,False,14,1,26.8
CUST-001520,2023-01-12,Asia Pacific,Basic,Retail,Mid-Market,53.77,23,False,17,3,43.4
CUST-001521,2021-02-07,North America,Basic,Education,SMB,37.86,47,False,41,2,11.3
CUST-001522,2023-01-13,Asia Pacific,Basic,Healthcare,Startup,47.07,23,False,39,4,15.1
CUST-001523,2022-09-25,North America,Pro,Education,SMB,160.28,27,False,65,1,19.4
CUST-001524,2022-01-05,North America,Basic,Healthcare,SMB,65.26,36,False,35,1,30.4
CUST-001525,2022-03-15,Europe,Basic,Retail,Startup,31.18,34,False,39,2,8.2
CUST-001526,2022-12-01,North America,Enterprise,Retail,SMB,496.81,25,False,8,2,46.4
CUST-001527,2023-09-23,North America,Basic,Technology,Mid-Market,61.7,15,False,31,2,35.2
CUST-001528,2022-01-29,North America,Pro,Retail,Startup,145.02,35,False,80,2,4.6
CUST-001529,2022-04-09,Asia Pacific,Basic,Finance,SMB,56.92,33,False,41,2,26.7
CUST-001530,2021-10-09,Europe,Pro,Education,SMB,157.67,39,False,23,1,40.3
CUST-001531,2021-11-14,North America,Pro,Education,SMB,142.89,38,False,43,3,62.7
CUST-001532,2021-06-08,Europe,Enterprise,Healthcare,Enterprise,503.29,43,False,55,3,21.3
CUST-001533,2022-08-29,Europe,Enterprise,Retail,SMB,503.89,28,False,44,1,37.1
CUST-001534,2021-07-27,North America,Basic,Technology,Startup,58.1,41,False,51,1,31.6
CUST-001535,2023-11-06,North America,Basic,Technology,SMB,32.75,14,False,54,1,55.3
CUST-001536,2024-01-11,North America,Basic,Technology,Startup,61.93,11,False,38,3,17.3
CUST-001537,2023-12-15,North America,Pro,Manufacturing,Mid-Market,155.87,12,True,41,2,27.6
CUST-001538,2021-03-19,Europe,Enterprise,Finance,Startup,487.7,46,False,23,1,54.0
CUST-001539,2022-11-21,North America,Basic,Retail,SMB,47.72,25,False,22,0,20.4
CUST-001540,2021-09-26,Europe,Pro,Technology,SMB,157.38,39,False,33,4,48.8
CUST-001541,2023-02-11,Europe,Basic,Finance,SMB,38.23,22,False,8,4,34.9
CUST-001542,2021-11-12,North America,Pro,Education,SMB,139.75,38,False,42,0,30.7
CUST-001543,2021-11-29,Europe,Enterprise,Healthcare,Startup,499.19,37,False,19,2,25.0
CUST-001544,2022-01-06,North America,Basic,Retail,Enterprise,44.64,36,False,38,1,3.0
CUST-001545,2021-12-06,Latin America,Basic,Retail,SMB,51.51,37,True,45,1,11.1
CUST-001546,2023-06-16,Europe,Basic,Manufacturing,Enterprise,57.23,18,False,8,1,15.7
CUST-001547,2021-03-31,Asia Pacific,Pro,Education,SMB,151.72,45,False,43,2,12.1
CUST-001548,2023-04-22,Europe,Pro,Retail,Mid-Market,148.9,20,False,-6,4,17.9
CUST-001549,2023-01-17,North America,Basic,Manufacturing,Startup,57.28,23,False,46,3,14.5
CUST-001550,2022-05-02,Europe,Basic,Manufacturing,Mid-Market,47.95,32,False,47,2,33.9
CUST-001551,2023-06-29,Latin America,Basic,Manufacturing,SMB,41.54,18,False,48,1,11.5
CUST-001552,2022-08-07,Europe,Pro,Retail,SMB,160.55,29,True,41,3,16.2
CUST-001553,2023-07-09,Asia Pacific,Pro,Retail,Mid-Market,124.81,18,False,24,2,70.2
CUST-001554,2022-04-25,Asia Pacific,Basic,Retail,SMB,49.64,32,False,25,3,32.5
CUST-001555,2023-12-30,North America,Pro,Finance,SMB,145.37,12,False,22,3,25.5
CUST-001556,2022-05-05,North America,Pro,Manufacturing,Startup,139.77,32,False,55,2,3.7
CUST-001557,2022-09-26,Europe,Basic,Finance,Startup,51.99,27,False,68,2,46.1
CUST-001558,2023-08-19,North America,Basic,Healthcare,SMB,53.6,16,False,36,2,26.7
CUST-001559,2022-02-02,Asia Pacific,Pro,Retail,Startup,140.71,35,False,15,2,45.8
CUST-001560,2023-01-24,Asia Pacific,Enterprise,Education,SMB,485.04,23,False,29,3,14.8
CUST-001561,2024-03-14,North America,Basic,Technology,Startup,35.94,9,False,54,1,21.7
CUST-001562,2023-06-22,North America,Basic,Healthcare,Startup,67.13,18,False,46,6,57.5
CUST-001563,2023-08-04,Asia Pacific,Basic,Technology,SMB,68.24,17,False,35,4,59.0
CUST-001564,2022-08-01,North America,Pro,Technology,SMB,149.3,29,False,29,3,28.7
CUST-001565,2023-02-22,Asia Pacific,Basic,Retail,Enterprise,35.28,22,False,1,3,25.1
CUST-001566,2023-10-27,North America,Basic,Education,SMB,47.55,14,False,30,8,4.1
CUST-001567,2023-12-17,Europe,Pro,Technology,Enterprise,126.99,12,False,27,2,29.4
CUST-001568,2023-05-08,North America,Pro,Manufacturing,Mid-Market,152.15,20,False,26,2,16.6
CUST-001569,2021-11-28,Europe,Basic,Technology,Enterprise,39.06,37,False,40,0,33.5
CUST-001570,2022-02-13,Europe,Basic,Healthcare,Mid-Market,36.9,35,False,70,2,45.4
