transaction_id,customer_id,transaction_date,transaction_type,amount
TXN-00005709,CUST-000854,2024-04-19,Renewal,498.78
TXN-00005710,CUST-004823,2024-10-27,Upgrade,264.83
TXN-00005711,CUST-002934,2024-01-27,Renewal,52.34
TXN-00005712,CUST-003084,2023-10-09,Upgrade,70.29
TXN-00005713,CUST-004557,2024-10-09,Subscription,39.3
TXN-00005714,CUST-002498,2024-10-30,Renewal,501.72
TXN-00005715,CUST-004521,2024-03-31,Upgrade,85.34
TXN-00005716,CUST-004790,2024-01-12,Renewal,45.77
TXN-00005717,CUST-003960,2023-01-12,Renewal,492.81
TXN-00005718,CUST-004498,2023-05-03,Subscription,41.88
TXN-00005719,CUST-000976,2023-04-30,Upgrade,710.24
TXN-00005720,CUST-002510,2023-03-26,Upgrade,750.65
TXN-00005721,CUST-001799,2023-05-05,Upgrade,83.17
TXN-00005722,CUST-001958,2024-05-15,Add-on,34.76
TXN-00005723,CUST-002836,2024-10-18,Add-on,13.42
TXN-00005724,CUST-000900,2024-11-15,Subscription,153.86
TXN-00005725,CUST-000011,2024-06-05,Subscription,51.3
TXN-00005726,CUST-004870,2023-08-19,Upgrade,80.34
TXN-00005727,CUST-000242,2023-01-24,Add-on,13.23
TXN-00005728,CUST-002695,2024-08-23,Add-on,87.04
TXN-00005729,CUST-002078,2024-08-09,Renewal,151.19
TXN-00005730,CUST-000540,2024-08-09,Renewal,53.54
TXN-00005731,CUST-002406,2024-05-06,Upgrade,75.65
TXN-00005732,CUST-001763,2023-10-08,Renewal,58.22
TXN-00005733,CUST-003640,2024-12-11,Upgrade,252.07
TXN-00005734,CUST-001153,2023-04-07,Add-on,23.6
TXN-00005735,CUST-002392,2024-08-30,Renewal,55.09
TXN-00005736,CUST-003388,2023-07-05,Add-on,24.38
TXN-00005737,CUST-000432,2024-01-29,Add-on,23.1
TXN-00005738,CUST-000028,2024-05-10,Subscription,50.29
TXN-00005739,CUST-000183,2024-10-22,Upgrade,74.45
TXN-00005740,CUST-002136,2024-12-20,Add-on,42.19
TXN-00005741,CUST-004895,2024-03-20,Renewal,157.15
TXN-00005742,CUST-003988,2023-11-02,Add-on,95.46
TXN-00005743,CUST-001467,2024-08-08,Subscription,155.26
TXN-00005744,CUST-003868,2023-05-09,Subscription,146.68
TXN-00005745,CUST-001870,2023-04-12,Subscription,502.38
TXN-00005746,CUST-002474,2023-11-30,Renewal,149.97
TXN-00005747,CUST-004800,2023-03-07,Upgrade,822.83
TXN-00005748,CUST-003964,2024-12-31,Renewal,48.07
TXN-00005749,CUST-000666,2024-07-04,Renewal,143.39
TXN-00005750,CUST-003968,2023-07-09,Subscription,147.03
TXN-00005751,CUST-000236,2024-02-20,Upgrade,79.46
TXN-00005752,CUST-001444,2024-12-18,Renewal,56.0
TXN-00005753,CUST-003419,2023-01-21,Upgrade,235.87
TXN-00005754,CUST-000924,2024-02-08,Add-on,54.49
TXN-00005755,CUST-003680,2024-07-23,Renewal,48.31
TXN-00005756,CUST-000411,2024-07-03,Renewal,145.01
TXN-00005757,CUST-000267,2024-06-26,Renewal,47.51
TXN-00005758,CUST-003272,2024-05-15,Subscription,48.5
TXN-00005759,CUST-003000,2023-03-07,Subscription,47.72
TXN-00005760,CUST-002737,2024-06-15,Upgrade,865.69
TXN-00005761,CUST-002411,2024-08-21,Add-on,5.11
TXN-00005762,CUST-002372,2024-07-05,Add-on,29.74
TXN-00005763,CUST-001145,2024-12-31,Upgrade,196.86
TXN-00005764,CUST-003276,2024-10-29,Upgrade,233.92
TXN-00005765,CUST-004768,2023-05-08,Upgrade,267.76
TXN-00005766,CUST-002235,2023-08-01,Subscription,59.73
TXN-00005767,CUST-004851,2024-11-05,Subscription,154.22
TXN-00005768,CUST-000921,2023-05-01,Subscription,48.68
TXN-00005769,CUST-001752,2023-07-05,Add-on,63.42
TXN-00005770,CUST-004180,2024-09-05,Renewal,52.29
TXN-00005771,CUST-004402,2024-12-12,Upgrade,72.28
TXN-00005772,CUST-004330,2023-07-04,Subscription,155.65
TXN-00005773,CUST-001031,2023-01-06,Upgrade,277.39
TXN-00005774,CUST-004723,2024-07-22,Upgrade,205.26
TXN-00005775,CUST-004614,2024-04-02,Add-on,9.9
TXN-00005776,CUST-004307,2023-11-18,Upgrade,73.58
TXN-00005777,CUST-001588,2023-05-06,Renewal,51.98
TXN-00005778,CUST-002795,2023-02-10,Upgrade,208.62
TXN-00005779,CUST-000623,2023-05-12,Upgrade,243.17
TXN-00005780,CUST-004773,2024-08-11,Subscription,46.92
TXN-00005781,CUST-001879,2023-07-31,Subscription,150.84
TXN-00005782,CUST-004117,2024-10-30,Renewal,156.82
TXN-00005783,CUST-001007,2023-06-15,Upgrade,262.67
TXN-00005784,CUST-003725,2023-03-31,Subscription,495.8
TXN-00005785,CUST-004034,2024-07-29,Upgrade,207.26
TXN-00005786,CUST-002302,2023-09-20,Renewal,50.09
TXN-00005787,CUST-002851,2023-02-05,Upgrade,83.35
TXN-00005788,CUST-002928,2023-03-28,Renewal,499.37
TXN-00005789,CUST-002146,2023-05-08,Add-on,34.4
TXN-00005790,CUST-000233,2024-06-02,Add-on,45.59
TXN-00005791,CUST-004554,2023-11-02,Add-on,35.04
TXN-00005792,CUST-000101,2024-01-08,Upgrade,79.65
TXN-00005793,CUST-003565,2024-07-11,Upgrade,91.76
TXN-00005794,CUST-000738,2023-06-25,Subscription,47.77
TXN-00005795,CUST-003610,2024-03-09,Renewal,493.81
TXN-00005796,CUST-004863,2024-11-04,Upgrade,851.88
TXN-00005797,CUST-002855,2023-01-01,Subscription,56.47
TXN-00005798,CUST-003653,2023-09-12,Subscription,48.07
TXN-00005799,CUST-001862,2023-11-04,Renewal,498.84
TXN-00005800,CUST-003936,2023-02-17,Subscription,149.55
TXN-00005801,CUST-004794,2024-06-15,Add-on,7.13
TXN-00005802,CUST-003958,2023-10-28,Upgrade,993.08
TXN-00005803,CUST-002689,2024-11-05,Renewal,48.42
TXN-00005804,CUST-002223,2024-06-30,Add-on,9.66
TXN-00005805,CUST-000849,2024-03-31,Subscription,38.02
TXN-00005806,CUST-002623,2023-05-24,Renewal,47.19
TXN-00005807,CUST-000914,2024-08-13,Upgrade,71.32
TXN-00005808,CUST-000026,2024-05-17,Renewal,155.75
TXN-00005809,CUST-000114,2024-12-12,Renewal,148.75
TXN-00005810,CUST-004443,2023-11-17,Upgrade,94.36
TXN-00005811,CUST-003495,2024-06-19,Renewal,43.19
TXN-00005812,CUST-004442,2023-12-27,Add-on,24.37
TXN-00005813,CUST-001029,2024-09-12,Subscription,148.3
TXN-00005814,CUST-004110,2024-07-05,Upgrade,198.06
TXN-00005815,CUST-001123,2024-06-06,Add-on,7.34
TXN-00005816,CUST-004352,2023-08-03,Add-on,6.79
TXN-00005817,CUST-002677,2024-12-05,Add-on,35.78
TXN-00005818,CUST-000736,2023-04-12,Subscription,148.33
TXN-00005819,CUST-004525,2024-11-09,Subscription,48.15
TXN-00005820,CUST-004548,2023-02-15,Subscription,48.19
TXN-00005821,CUST-000534,2023-08-31,Add-on,46.16
TXN-00005822,CUST-003853,2023-02-07,Subscription,43.69
TXN-00005823,CUST-000328,2023-07-12,Subscription,55.08
TXN-00005824,CUST-001638,2023-05-26,Subscription,151.5
TXN-00005825,CUST-000430,2023-11-03,Add-on,70.05
TXN-00005826,CUST-004297,2023-08-09,Add-on,85.38
TXN-00005827,CUST-000954,2023-05-18,Upgrade,258.98
TXN-00005828,CUST-004508,2024-09-08,Upgrade,187.74
TXN-00005829,CUST-004225,2024-07-19,Renewal,500.51
TXN-00005830,CUST-002951,2023-08-10,Upgrade,783.71
TXN-00005831,CUST-003473,2024-08-28,Upgrade,75.53
TXN-00005832,CUST-003532,2024-01-03,Subscription,52.13
TXN-00005833,CUST-003383,2023-10-12,Subscription,145.63
TXN-00005834,CUST-001983,2023-05-12,Upgrade,963.39
TXN-00005835,CUST-002167,2024-09-29,Renewal,494.67
TXN-00005836,CUST-001245,2024-03-08,Subscription,144.83
TXN-00005837,CUST-001613,2023-03-18,Renewal,52.04
TXN-00005838,CUST-004213,2024-07-17,Upgrade,61.01
TXN-00005839,CUST-003128,2023-09-19,Upgrade,624.26
TXN-00005840,CUST-004221,2023-09-24,Upgrade,65.62
TXN-00005841,CUST-001909,2024-01-26,Add-on,158.84
TXN-00005842,CUST-004504,2024-10-27,Subscription,494.06
TXN-00005843,CUST-001243,2023-06-17,Upgrade,208.92
TXN-00005844,CUST-003591,2024-02-14,Upgrade,296.49
TXN-00005845,CUST-004237,2024-04-12,Subscription,45.62
TXN-00005846,CUST-002695,2023-03-27,Upgrade,624.89
TXN-00005847,CUST-000710,2023-09-18,Add-on,190.72
TXN-00005848,CUST-001558,2024-11-23,Upgrade,89.71
TXN-00005849,CUST-000827,2024-03-11,Add-on,34.82
TXN-00005850,CUST-002446,2024-12-12,Upgrade,265.33
TXN-00005851,CUST-000093,2023-05-27,Renewal,137.13
TXN-00005852,CUST-000026,2024-07-02,Add-on,28.47
TXN-00005853,CUST-003111,2023-07-28,Upgrade,90.08
TXN-00005854,CUST-004261,2023-03-14,Subscription,37.66
TXN-00005855,CUST-004544,2024-10-06,Renewal,53.66
TXN-00005856,CUST-002930,2023-10-03,Upgrade,87.03
TXN-00005857,CUST-000493,2024-10-10,Subscription,152.26
TXN-00005858,CUST-004542,2024-12-14,Subscription,60.53
TXN-00005859,CUST-004764,2024-10-23,Renewal,501.41
TXN-00005860,CUST-003473,2023-07-17,Renewal,47.01
TXN-00005861,CUST-004876,2024-01-17,Upgrade,75.73
TXN-00005862,CUST-003000,2024-07-31,Subscription,42.05
TXN-00005863,CUST-001280,2024-11-04,Renewal,47.73
TXN-00005864,CUST-003256,2024-10-25,Renewal,499.47
TXN-00005865,CUST-004509,2024-06-07,Renewal,52.71
TXN-00005866,CUST-000901,2024-09-11,Renewal,151.07
TXN-00005867,CUST-001655,2023-06-17,Add-on,12.07
TXN-00005868,CUST-001917,2024-03-05,Subscription,48.84
TXN-00005869,CUST-004237,2023-06-07,Upgrade,60.04
TXN-00005870,CUST-002477,2023-11-20,Upgrade,206.14
TXN-00005871,CUST-003657,2024-03-20,Subscription,145.68
TXN-00005872,CUST-004567,2024-01-24,Add-on,24.19
TXN-00005873,CUST-004987,2023-01-27,Add-on,13.83
TXN-00005874,CUST-002704,2024-09-10,Add-on,13.77
TXN-00005875,CUST-001269,2023-09-11,Add-on,13.91
TXN-00005876,CUST-002736,2023-03-21,Subscription,151.38
TXN-00005877,CUST-002769,2023-10-04,Subscription,46.14
TXN-00005878,CUST-004243,2023-05-08,Renewal,146.58
TXN-00005879,CUST-002021,2024-06-28,Subscription,151.67
TXN-00005880,CUST-000365,2023-04-23,Renewal,155.92
TXN-00005881,CUST-003247,2024-12-01,Renewal,43.89
TXN-00005882,CUST-000057,2024-07-15,Add-on,22.1
TXN-00005883,CUST-002313,2024-02-21,Renewal,45.99
TXN-00005884,CUST-000655,2023-03-09,Subscription,50.22
TXN-00005885,CUST-002796,2023-12-04,Subscription,43.73
TXN-00005886,CUST-001563,2024-10-17,Add-on,16.86
TXN-00005887,CUST-001197,2023-04-02,Add-on,21.69
TXN-00005888,CUST-002037,2024-01-07,Add-on,6.01
TXN-00005889,CUST-004102,2023-12-08,Subscription,139.49
TXN-00005890,CUST-003623,2023-10-07,Subscription,156.96
TXN-00005891,CUST-002064,2023-05-30,Add-on,33.78
TXN-00005892,CUST-004864,2023-08-20,Subscription,147.35
TXN-00005893,CUST-003869,2023-10-08,Renewal,147.14
TXN-00005894,CUST-002273,2023-01-11,Renewal,145.44
TXN-00005895,CUST-001106,2023-04-11,Add-on,9.21
TXN-00005896,CUST-002916,2024-01-22,Upgrade,71.31
TXN-00005897,CUST-004353,2023-08-16,Renewal,502.89
TXN-00005898,CUST-004237,2024-01-23,Upgrade,88.45
TXN-00005899,CUST-004998,2023-04-18,Subscription,496.92
TXN-00005900,CUST-003604,2023-05-07,Upgrade,78.91
TXN-00005901,CUST-003174,2023-06-29,Add-on,10.35
TXN-00005902,CUST-000638,2024-06-23,Subscription,148.65
TXN-00005903,CUST-003015,2023-11-10,Subscription,154.07
TXN-00005904,CUST-004645,2024-08-25,Add-on,8.76
TXN-00005905,CUST-000462,2024-05-16,Subscription,48.45
TXN-00005906,CUST-003022,2023-04-08,Add-on,35.08
TXN-00005907,CUST-004001,2024-06-25,Subscription,496.3
TXN-00005908,CUST-003272,2023-12-24,Renewal,47.45
TXN-00005909,CUST-001371,2024-12-18,Renewal,141.86
TXN-00005910,CUST-002426,2024-08-08,Subscription,43.26
TXN-00005911,CUST-003476,2023-10-16,Upgrade,192.63
TXN-00005912,CUST-002438,2024-07-18,Subscription,47.52
TXN-00005913,CUST-003969,2023-10-05,Add-on,36.85
TXN-00005914,CUST-000521,2024-09-14,Upgrade,294.29
TXN-00005915,CUST-004151,2023-04-12,Add-on,46.87
TXN-00005916,CUST-004128,2023-02-19,Add-on,69.08
TXN-00005917,CUST-002913,2023-06-24,Upgrade,194.12
TXN-00005918,CUST-002578,2023-11-22,Upgrade,207.23
TXN-00005919,CUST-002853,2024-02-03,Upgrade,198.21
TXN-00005920,CUST-003263,2023-07-05,Upgrade,223.51
TXN-00005921,CUST-002835,2023-12-20,Subscription,46.29
TXN-00005922,CUST-004449,2024-11-25,Add-on,22.88
TXN-00005923,CUST-002188,2024-06-28,Upgrade,70.33
TXN-00005924,CUST-002246,2024-07-18,Renewal,52.89
TXN-00005925,CUST-000392,2024-08-31,Renewal,149.89
TXN-00005926,CUST-002531,2024-02-17,Add-on,14.75
TXN-00005927,CUST-001820,2024-05-03,Upgrade,241.7
TXN-00005928,CUST-001116,2024-08-29,Add-on,47.83
TXN-00005929,CUST-000344,2023-05-11,Add-on,10.39
TXN-00005930,CUST-000355,2023-09-23,Subscription,154.65
TXN-00005931,CUST-003152,2023-01-10,Add-on,38.72
TXN-00005932,CUST-004625,2024-12-04,Renewal,47.67
TXN-00005933,CUST-002611,2024-06-09,Renewal,44.19
TXN-00005934,CUST-003511,2024-12-31,Upgrade,76.97
TXN-00005935,CUST-002631,2023-06-09,Add-on,6.53
TXN-00005936,CUST-002611,2024-11-04,Upgrade,69.28
TXN-00005937,CUST-000835,2023-05-10,Add-on,73.28
TXN-00005938,CUST-000018,2023-05-27,Subscription,47.98
TXN-00005939,CUST-003281,2024-01-23,Subscription,50.18
TXN-00005940,CUST-000160,2024-08-04,Subscription,52.93
TXN-00005941,CUST-004171,2023-10-01,Subscription,44.14
TXN-00005942,CUST-003788,2023-02-24,Add-on,23.48
TXN-00005943,CUST-001710,2024-10-16,Upgrade,818.75
TXN-00005944,CUST-000676,2024-01-15,Add-on,22.5
TXN-00005945,CUST-000076,2024-12-25,Add-on,64.51
TXN-00005946,CUST-003387,2023-09-13,Renewal,502.94
TXN-00005947,CUST-002260,2024-11-25,Upgrade,81.89
TXN-00005948,CUST-003754,2024-09-15,Renewal,45.14
TXN-00005949,CUST-000323,2024-03-04,Renewal,53.76
TXN-00005950,CUST-004840,2024-12-24,Upgrade,294.95
TXN-00005951,CUST-004344,2024-04-13,Renewal,145.12
TXN-00005952,CUST-000682,2023-07-07,Subscription,42.21
TXN-00005953,CUST-003256,2024-03-25,Upgrade,788.98
TXN-00005954,CUST-000139,2023-12-29,Subscription,143.16
TXN-00005955,CUST-002217,2024-04-24,Renewal,144.36
TXN-00005956,CUST-004900,2024-05-29,Add-on,14.12
TXN-00005957,CUST-004731,2023-10-21,Subscription,51.76
TXN-00005958,CUST-001343,2023-10-10,Upgrade,231.76
TXN-00005959,CUST-003160,2024-03-14,Subscription,152.19
TXN-00005960,CUST-002873,2024-06-17,Add-on,112.37
TXN-00005961,CUST-000386,2023-08-23,Add-on,22.73
TXN-00005962,CUST-000285,2023-11-09,Subscription,49.15
TXN-00005963,CUST-002875,2024-10-12,Renewal,148.74
TXN-00005964,CUST-000297,2023-03-31,Subscription,50.69
TXN-00005965,CUST-002902,2023-11-09,Renewal,51.74
TXN-00005966,CUST-004137,2024-02-21,Subscription,144.85
TXN-00005967,CUST-002299,2023-11-17,Add-on,10.79
TXN-00005968,CUST-000139,2023-04-03,Upgrade,243.49
TXN-00005969,CUST-002296,2024-10-11,Upgrade,954.05
TXN-00005970,CUST-001406,2023-03-23,Upgrade,866.82
TXN-00005971,CUST-004052,2023-03-20,Add-on,42.22
TXN-00005972,CUST-003947,2023-09-03,Add-on,66.18
TXN-00005973,CUST-001743,2023-04-06,Add-on,14.95
TXN-00005974,CUST-003204,2023-06-19,Add-on,10.28
TXN-00005975,CUST-000756,2024-08-12,Upgrade,75.89
TXN-00005976,CUST-002079,2023-02-28,Subscription,139.64
TXN-00005977,CUST-004829,2023-03-28,Add-on,50.21
TXN-00005978,CUST-001822,2023-10-20,Add-on,74.24
TXN-00005979,CUST-003677,2024-07-21,Renewal,42.51
TXN-00005980,CUST-003604,2024-05-19,Renewal,56.64
TXN-00005981,CUST-001481,2023-01-11,Add-on,58.1
TXN-00005982,CUST-001269,2024-03-10,Renewal,49.18
TXN-00005983,CUST-003342,2024-11-24,Renewal,149.78
TXN-00005984,CUST-004600,2024-06-04,Subscription,55.74
TXN-00005985,CUST-001969,2023-05-20,Subscription,143.51
TXN-00005986,CUST-003281,2024-05-06,Upgrade,76.99
TXN-00005987,CUST-003665,2024-05-24,Renewal,152.0
TXN-00005988,CUST-000442,2024-06-11,Upgrade,75.91
TXN-00005989,CUST-001789,2024-12-02,Subscription,499.24
TXN-00005990,CUST-002858,2024-11-24,Add-on,11.05
TXN-00005991,CUST-000348,2024-06-29,Add-on,17.34
TXN-00005992,CUST-002661,2024-12-15,Renewal,39.15
TXN-00005993,CUST-000813,2023-05-08,Renewal,155.56
TXN-00005994,CUST-000533,2024-02-20,Upgrade,214.89
TXN-00005995,CUST-004033,2023-01-15,Renewal,42.75
TXN-00005996,CUST-001604,2024-09-23,Add-on,30.86
TXN-00005997,CUST-003813,2023-07-14,Add-on,65.6
TXN-00005998,CUST-002559,2023-01-08,Subscription,149.47
TXN-00005999,CUST-001972,2024-03-11,Subscription,147.97
TXN-00006000,CUST-003184,2024-12-20,Renewal,502.96
TXN-00006001,CUST-003137,2024-07-01,Subscription,51.31
TXN-00006002,CUST-002788,2023-12-20,Add-on,185.21
TXN-00006003,CUST-000254,2023-09-08,Renewal,42.23
TXN-00006004,CUST-002979,2024-11-08,Subscription,152.46
TXN-00006005,CUST-002156,2024-06-24,Subscription,150.01
TXN-00006006,CUST-000064,2024-12-01,Add-on,6.97
TXN-00006007,CUST-004312,2024-09-15,Upgrade,81.67
TXN-00006008,CUST-002647,2023-02-13,Upgrade,219.54
TXN-00006009,CUST-000090,2024-09-13,Subscription,45.94
TXN-00006010,CUST-000546,2024-04-04,Upgrade,93.69
TXN-00006011,CUST-001889,2023-06-22,Upgrade,76.92
TXN-00006012,CUST-004536,2024-11-21,Renewal,51.43
TXN-00006013,CUST-003089,2024-06-20,Renewal,51.1
TXN-00006014,CUST-004577,2023-08-19,Subscription,146.84
TXN-00006015,CUST-004751,2023-06-29,Subscription,45.38
TXN-00006016,CUST-001725,2023-03-18,Upgrade,182.7
TXN-00006017,CUST-004033,2024-01-11,Add-on,9.87
TXN-00006018,CUST-004845,2023-05-17,Renewal,49.03
TXN-00006019,CUST-004773,2024-06-10,Renewal,46.36
TXN-00006020,CUST-001251,2023-12-28,Subscription,57.58
TXN-00006021,CUST-001274,2023-02-22,Upgrade,241.53
TXN-00006022,CUST-001168,2024-03-08,Upgrade,653.15
TXN-00006023,CUST-003929,2024-05-22,Subscription,44.69
TXN-00006024,CUST-004442,2024-01-24,Renewal,55.84
TXN-00006025,CUST-003216,2023-06-24,Add-on,34.86
TXN-00006026,CUST-000108,2024-01-18,Renewal,56.33
TXN-00006027,CUST-000523,2023-04-26,Subscription,151.26
TXN-00006028,CUST-003523,2023-12-13,Subscription,50.89
TXN-00006029,CUST-003893,2024-11-26,Upgrade,617.11
TXN-00006030,CUST-002256,2023-09-13,Renewal,153.85
TXN-00006031,CUST-000519,2024-07-06,Upgrade,88.24
TXN-00006032,CUST-000732,2023-05-01,Renewal,47.83
TXN-00006033,CUST-003955,2023-10-25,Subscription,55.89
TXN-00006034,CUST-001891,2023-11-03,Add-on,13.89
TXN-00006035,CUST-000031,2024-05-09,Renewal,31.94
TXN-00006036,CUST-001257,2023-10-28,Subscription,147.1
TXN-00006037,CUST-003019,2023-09-29,Upgrade,78.96
TXN-00006038,CUST-000065,2023-08-07,Upgrade,188.52
TXN-00006039,CUST-000061,2023-01-03,Renewal,495.48
TXN-00006040,CUST-004793,2024-10-08,Add-on,5.27
TXN-00006041,CUST-000094,2024-08-05,Upgrade,94.15
TXN-00006042,CUST-003678,2024-02-08,Add-on,36.22
TXN-00006043,CUST-001825,2023-08-11,Renewal,47.09
TXN-00006044,CUST-002188,2023-11-09,Subscription,37.25
TXN-00006045,CUST-002506,2024-10-20,Add-on,230.96
TXN-00006046,CUST-001207,2024-06-11,Upgrade,91.44
TXN-00006047,CUST-001004,2023-02-06,Renewal,148.27
TXN-00006048,CUST-000299,2024-04-19,Renewal,48.19
TXN-00006049,CUST-000618,2024-09-24,Upgrade,67.3
TXN-00006050,CUST-000497,2024-05-14,Subscription,153.59
TXN-00006051,CUST-003686,2023-02-28,Subscription,142.4
TXN-00006052,CUST-000223,2023-12-31,Subscription,51.33
TXN-00006053,CUST-002367,2023-01-07,Renewal,50.97
TXN-00006054,CUST-002005,2024-09-22,Upgrade,92.95
TXN-00006055,CUST-004946,2024-04-16,Renewal,48.23
TXN-00006056,CUST-001156,2023-12-03,Add-on,13.47
TXN-00006057,CUST-002994,2023-11-02,Add-on,11.19
TXN-00006058,CUST-002836,2023-12-29,Add-on,16.25
TXN-00006059,CUST-001684,2023-04-20,Add-on,19.85
TXN-00006060,CUST-000028,2023-01-06,Renewal,51.13
TXN-00006061,CUST-000077,2023-12-25,Add-on,47.67
TXN-00006062,CUST-004259,2023-07-10,Add-on,34.5
TXN-00006063,CUST-000914,2024-02-16,Add-on,15.9
TXN-00006064,CUST-000417,2023-12-30,Subscription,42.95
TXN-00006065,CUST-002276,2023-01-10,Subscription,497.25
TXN-00006066,CUST-004233,2023-04-14,Renewal,502.91
TXN-00006067,CUST-000538,2024-03-17,Renewal,489.8
TXN-00006068,CUST-003073,2024-05-18,Upgrade,289.7
TXN-00006069,CUST-003742,2023-07-22,Renewal,50.5
TXN-00006070,CUST-003148,2023-03-28,Upgrade,617.62
TXN-00006071,CUST-000251,2024-06-25,Renewal,45.57
TXN-00006072,CUST-003471,2024-06-10,Add-on,23.36
TXN-00006073,CUST-003803,2023-06-07,Add-on,22.03
TXN-00006074,CUST-001635,2024-02-25,Upgrade,207.76
TXN-00006075,CUST-004874,2023-05-07,Add-on,18.31
TXN-00006076,CUST-004514,2024-05-14,Renewal,151.38
TXN-00006077,CUST-001544,2023-01-08,Add-on,13.3
TXN-00006078,CUST-001722,2023-06-09,Subscription,56.06
TXN-00006079,CUST-004352,2024-11-03,Renewal,50.47
TXN-00006080,CUST-004239,2023-09-14,Subscription,45.2
TXN-00006081,CUST-004292,2023-08-20,Add-on,51.03
TXN-00006082,CUST-002499,2024-04-26,Upgrade,66.07
TXN-00006083,CUST-003987,2024-02-09,Add-on,13.64
TXN-00006084,CUST-001326,2024-01-19,Upgrade,74.2
TXN-00006085,CUST-000361,2023-11-03,Add-on,19.89
TXN-00006086,CUST-003411,2024-01-09,Subscription,50.22
TXN-00006087,CUST-002132,2024-03-14,Renewal,49.67
TXN-00006088,CUST-002737,2023-07-06,Renewal,498.07
TXN-00006089,CUST-000248,2024-07-03,Add-on,164.88
TXN-00006090,CUST-003906,2023-10-03,Add-on,72.93
TXN-00006091,CUST-001817,2023-04-22,Renewal,46.88
TXN-00006092,CUST-002518,2024-03-25,Upgrade,65.55
TXN-00006093,CUST-003822,2024-11-03,Renewal,503.34
TXN-00006094,CUST-001164,2024-03-25,Add-on,13.75
TXN-00006095,CUST-001646,2023-06-15,Renewal,49.36
TXN-00006096,CUST-000895,2023-05-24,Subscription,39.82
TXN-00006097,CUST-001141,2023-12-29,Renewal,42.27
TXN-00006098,CUST-000828,2024-03-20,Renewal,54.06
TXN-00006099,CUST-002404,2023-01-06,Add-on,15.57
TXN-00006100,CUST-004250,2024-01-03,Upgrade,83.33
TXN-00006101,CUST-004316,2024-12-27,Add-on,16.98
TXN-00006102,CUST-004097,2023-07-23,Subscription,50.08
TXN-00006103,CUST-001239,2023-04-24,Renewal,502.07
TXN-00006104,CUST-001443,2023-07-14,Upgrade,218.44
TXN-00006105,CUST-004047,2023-10-19,Subscription,48.85
TXN-00006106,CUST-001405,2023-02-11,Renewal,44.43
TXN-00006107,CUST-000941,2023-05-17,Subscription,56.68
TXN-00006108,CUST-004744,2024-02-09,Renewal,159.37
TXN-00006109,CUST-001428,2024-03-07,Renewal,138.37
TXN-00006110,CUST-002217,2023-12-06,Renewal,153.28
TXN-00006111,CUST-004971,2023-02-02,Subscription,49.58
TXN-00006112,CUST-003112,2023-06-14,Upgrade,67.51
TXN-00006113,CUST-002985,2024-11-13,Add-on,5.03
TXN-00006114,CUST-004012,2023-07-23,Subscription,51.35
TXN-00006115,CUST-003507,2024-05-05,Subscription,56.87
TXN-00006116,CUST-004047,2024-11-12,Renewal,51.24
TXN-00006117,CUST-000250,2023-09-30,Upgrade,63.09
TXN-00006118,CUST-004088,2023-05-02,Renewal,501.34
TXN-00006119,CUST-000296,2024-03-07,Upgrade,78.18
TXN-00006120,CUST-002197,2024-05-15,Upgrade,92.26
TXN-00006121,CUST-002511,2024-07-17,Upgrade,195.56
TXN-00006122,CUST-004926,2024-05-22,Upgrade,76.52
TXN-00006123,CUST-000289,2024-11-29,Add-on,11.83
TXN-00006124,CUST-002252,2023-05-11,Add-on,55.54
TXN-00006125,CUST-004894,2023-11-29,Subscription,148.83
TXN-00006126,CUST-000196,2024-02-14,Upgrade,240.92
TXN-00006127,CUST-001575,2024-05-28,Upgrade,74.43
TXN-00006128,CUST-000651,2024-02-03,Renewal,153.58
TXN-00006129,CUST-004716,2023-05-15,Add-on,13.79
TXN-00006130,CUST-002011,2023-04-23,Upgrade,62.76
TXN-00006131,CUST-002928,2023-04-21,Add-on,138.26
TXN-00006132,CUST-001490,2023-01-22,Subscription,160.0
TXN-00006133,CUST-001486,2023-05-10,Upgrade,96.87
TXN-00006134,CUST-000561,2023-06-09,Upgrade,69.55
TXN-00006135,CUST-004514,2023-12-19,Subscription,154.42
TXN-00006136,CUST-000215,2024-05-27,Upgrade,79.19
TXN-00006137,CUST-000197,2023-01-14,Renewal,147.17
TXN-00006138,CUST-001985,2024-12-01,Add-on,15.02
TXN-00006139,CUST-004314,2023-08-31,Upgrade,79.95
TXN-00006140,CUST-002186,2023-02-23,Upgrade,946.91
TXN-00006141,CUST-003552,2024-11-25,Renewal,54.37
TXN-00006142,CUST-000344,2023-12-17,Upgrade,60.3
TXN-00006143,CUST-002384,2024-03-15,Add-on,25.58
TXN-00006144,CUST-002570,2024-09-03,Add-on,16.37
TXN-00006145,CUST-003426,2023-01-09,Subscription,52.98
TXN-00006146,CUST-003944,2024-03-20,Add-on,80.46
TXN-00006147,CUST-004626,2024-05-06,Renewal,45.03
TXN-00006148,CUST-002486,2023-10-24,Upgrade,216.71
TXN-00006149,CUST-004447,2023-10-16,Add-on,58.21
TXN-00006150,CUST-002620,2024-05-12,Subscription,52.69
TXN-00006151,CUST-002386,2023-03-26,Upgrade,75.51
TXN-00006152,CUST-004237,2024-03-15,Upgrade,68.82
TXN-00006153,CUST-003301,2023-09-11,Upgrade,182.75
TXN-00006154,CUST-001163,2024-09-24,Upgrade,64.05
