price,median_income,house_age,avg_rooms,avg_bedrooms,population,avg_occupancy,latitude,longitude,lot_size_sqft,garage_spaces,has_pool,has_basement,distance_to_city,school_rating,property_tax_rate,year_built
418556.71,6.74,22,5.0,1.2,564,3.04,35.78,-121.27,2741.0,2,0,0,4.4,8,0.84,2002
233617.24,2.92,34,3.4,1.0,1388,3.73,32.94,-114.35,4158.0,3,1,0,1.8,3,1.25,1990
316299.42,3.0,46,8.2,0.9,1522,2.4,35.76,-124.25,5613.0,2,0,1,13.6,7,1.03,1978
207111.7,2.26,49,3.3,0.8,2096,1.99,38.66,-119.45,2839.0,0,1,0,2.5,6,1.32,1975
225835.42,1.93,1,3.3,0.9,5534,1.36,37.43,-121.66,1621.0,3,1,1,31.7,9,1.11,2023
384476.11,3.79,9,8.1,1.6,1667,3.43,39.18,-116.73,4481.0,3,1,1,19.3,9,1.07,2015
282287.42,1.93,20,7.1,0.6,682,0.54,37.74,-116.05,3546.0,1,0,0,1.9,8,1.32,2004
278234.19,2.8,19,6.2,1.1,2009,4.05,37.78,-115.86,2739.0,3,0,0,12.9,8,0.8,2005
299628.99,2.25,36,5.4,0.5,1025,2.57,37.35,-121.38,2275.0,1,0,0,0.4,8,0.78,1988
252245.47,3.29,40,5.1,1.5,1004,2.65,35.96,-121.62,2806.0,2,0,0,28.0,8,1.42,1984
250440.51,3.11,45,4.5,0.8,1426,3.81,36.74,-117.39,3024.0,2,0,0,3.4,10,1.24,1979
322885.68,4.12,4,5.1,0.7,1193,0.8,33.57,-114.75,4468.0,0,0,0,19.7,8,1.59,2020
242192.24,2.22,9,5.4,1.2,771,2.73,40.43,-121.83,1951.0,1,0,1,1.7,9,0.85,2015
213881.34,2.44,41,3.4,-0.1,1226,4.89,40.95,-114.94,2125.0,2,0,1,9.6,6,1.23,1983
175268.8,1.84,22,4.3,0.5,2603,2.66,39.78,-118.29,2651.0,2,0,1,39.7,10,0.9,2002
204271.39,2.28,18,2.3,1.3,1867,1.41,38.04,-116.75,1512.0,3,0,0,1.2,7,1.2,2006
366474.87,3.16,12,5.6,1.6,817,2.58,37.91,-119.88,4204.0,2,0,1,5.3,9,1.61,2012
270794.24,3.68,42,5.6,1.3,908,4.57,36.97,-116.03,4006.0,1,0,0,22.9,3,1.41,1982
268490.07,1.88,43,8.2,1.2,1995,2.08,34.7,-114.31,3460.0,1,0,1,9.3,7,1.02,1981
326646.04,3.85,39,6.1,2.3,820,1.15,36.15,-122.71,9998.0,3,0,0,15.8,10,1.22,1985
293259.04,4.68,9,4.7,1.3,882,2.44,41.9,-120.45,4188.0,4,0,1,25.1,3,1.13,2015
340382.83,3.21,6,5.2,0.6,1145,1.31,33.89,-115.44,5840.0,3,0,0,23.0,9,0.95,2018
310999.95,5.76,19,6.2,1.6,830,0.29,37.66,-122.64,3073.0,1,0,0,7.5,4,1.01,2005
287874.59,1.99,48,5.8,0.8,1959,3.9,40.73,-120.16,2266.0,0,1,1,8.4,10,0.96,1976
234193.21,1.65,47,6.4,0.7,1413,4.26,36.8,-122.76,1452.0,0,1,1,12.7,5,1.5,1977
235053.52,1.33,7,6.1,0.4,5560,3.5,38.25,-117.69,3474.0,2,0,0,2.0,8,1.13,2017
363241.89,4.95,16,5.1,0.9,713,4.07,40.36,-122.0,3907.0,2,0,1,30.5,2,1.12,2008
243852.18,3.53,5,4.7,0.5,4539,2.51,37.7,-120.5,4745.0,0,0,0,1.5,5,1.06,2019
251906.02,2.66,16,4.6,1.4,2186,4.62,39.45,-119.34,2318.0,1,0,0,3.1,7,1.79,2008
225613.82,3.04,1,4.1,1.0,5960,2.25,35.8,-121.38,4161.0,4,0,1,43.5,5,0.77,2023
251919.26,1.73,51,3.9,0.4,5346,3.0,39.46,-117.36,1558.0,4,0,0,5.0,8,1.02,1973
491345.22,7.23,37,8.3,1.1,1284,1.99,32.89,-123.33,3118.0,1,0,1,4.2,8,1.18,1987
246677.93,2.86,39,5.7,1.6,585,1.32,33.95,-115.26,3926.0,1,0,0,8.3,10,1.16,1985
292773.43,2.84,19,5.3,1.9,1606,2.24,38.55,-119.45,4115.0,4,1,0,19.3,7,1.43,2005
303077.31,3.63,37,4.8,0.2,371,5.68,36.77,-118.49,4492.0,2,0,0,6.8,8,1.96,1987
329919.92,3.29,17,6.1,0.7,3064,4.84,40.37,-117.97,3896.0,4,0,1,31.2,3,0.67,2007
309825.02,2.97,26,7.3,0.5,2041,3.93,35.75,-123.87,3152.0,2,1,1,2.4,2,0.86,1998
282044.52,1.98,22,6.6,1.3,1119,2.49,39.79,-116.55,5543.0,2,1,1,1.9,7,1.2,2002
372735.13,3.28,8,6.9,0.4,1261,2.46,33.82,-114.57,2904.0,2,0,1,1.2,10,1.33,2016
384312.4,5.77,33,4.6,1.6,798,5.06,41.34,-119.04,2966.0,3,0,1,5.3,5,0.85,1991
331593.25,4.66,2,5.5,1.7,1762,3.03,36.48,-120.4,6567.0,3,0,0,3.3,1,1.28,2022
340036.9,5.14,30,4.6,1.5,817,3.95,34.69,-116.26,737.0,2,0,0,9.3,6,0.98,1994
179114.53,2.22,47,5.7,0.7,1755,2.34,40.0,-116.94,3975.0,2,1,0,81.7,8,1.34,1977
256645.0,1.83,20,7.4,0.8,2398,2.64,41.5,-117.66,4042.0,2,0,1,30.4,8,1.2,2004
262280.68,2.58,18,6.2,0.9,3041,3.94,41.22,-114.36,2415.0,2,1,0,33.8,8,1.31,2006
292473.05,2.78,43,7.9,1.7,2582,2.12,34.76,-118.39,3009.0,3,1,1,26.6,3,1.36,1981
346995.26,4.21,10,5.1,0.3,1424,3.42,38.88,-121.89,2961.0,2,0,1,4.8,8,1.4,2014
155498.6,1.38,24,4.3,1.3,2579,2.16,37.7,-124.24,2679.0,3,0,1,3.8,3,0.75,2000
356446.28,5.01,4,6.3,0.6,2014,3.61,39.39,-119.74,2888.0,4,0,0,19.8,10,1.26,2020
272133.88,2.55,37,5.7,0.9,2001,2.12,37.13,-117.65,3606.0,2,1,0,13.7,6,1.5,1987
296933.88,2.29,4,6.0,1.5,795,5.1,36.96,-122.69,2217.0,3,0,1,3.5,8,1.32,2020
234899.39,1.81,13,5.8,0.3,666,2.92,40.89,-124.23,2974.0,2,1,1,51.3,7,0.97,2011
186631.6,1.4,25,4.8,1.0,2222,3.93,40.78,-114.95,1518.0,0,1,1,8.3,5,1.2,1999
277959.83,3.78,13,5.8,1.0,2667,2.98,39.98,-121.33,2192.0,1,0,0,25.3,7,1.17,2011
306613.45,2.8,18,7.0,1.1,1100,2.4,39.2,-119.61,1732.0,3,0,1,1.2,1,1.18,2006
261193.33,1.62,24,7.1,1.0,4625,3.69,38.94,-123.54,3221.0,1,0,0,0.5,7,1.12,2000
190849.05,1.62,2,4.8,1.4,10622,4.38,33.03,-120.49,1773.0,4,0,0,9.1,2,1.14,2022
245271.49,2.38,48,5.8,0.9,7352,1.26,39.62,-120.05,1486.0,3,0,1,1.9,7,1.37,1976
419085.95,5.3,33,7.7,1.3,1460,3.16,38.56,-115.02,1488.0,2,0,1,58.1,7,0.72,1991
301167.43,2.45,19,4.8,1.3,1278,2.87,35.37,-115.41,1779.0,2,0,1,25.1,9,1.05,2005
236025.58,1.49,9,4.5,1.2,3392,3.25,40.29,-122.52,4993.0,3,0,0,9.1,10,0.96,2015
261747.91,2.46,28,6.7,1.4,3112,4.62,40.41,-118.66,6426.0,3,0,1,58.3,8,1.43,1996
265124.52,2.44,35,6.4,1.2,742,3.98,41.36,-116.82,2517.0,2,1,1,4.1,5,1.11,1989
174726.35,0.92,39,4.2,1.1,1489,4.39,36.47,-121.44,1413.0,2,0,1,17.0,7,1.06,1985
237450.85,2.66,10,3.4,0.5,3069,3.32,37.74,-120.36,2565.0,4,0,1,0.3,1,1.1,2014
239996.58,2.48,1,5.8,1.8,882,2.48,41.11,-114.16,5961.0,0,0,0,7.0,8,1.04,2023
261899.86,3.59,42,4.9,1.9,996,0.09,35.51,-116.52,3343.0,2,0,1,1.2,2,1.58,1982
333684.12,5.69,21,3.0,0.9,1124,4.7,40.07,-119.91,1436.0,3,0,0,6.9,8,1.16,2003
376953.13,4.27,9,4.5,1.3,1313,-0.0,41.92,-118.89,7420.0,3,1,0,7.2,5,1.45,2015
265279.02,2.44,47,6.4,0.8,515,4.91,38.69,-117.93,2492.0,1,0,1,7.1,5,1.11,1977
228819.76,1.75,15,5.3,0.7,3147,3.89,41.85,-119.26,2283.0,3,0,0,8.0,3,1.62,2009
501673.32,7.61,35,7.8,1.1,1004,5.36,37.4,-120.18,5356.0,2,0,1,14.4,8,1.54,1989
259448.07,2.78,5,2.4,2.5,2125,3.32,33.95,-120.73,3424.0,3,1,0,3.2,6,1.18,2019
311599.41,2.73,41,7.5,1.9,1950,3.6,34.17,-122.73,5679.0,2,1,1,4.0,3,1.39,1983
259491.01,2.69,22,5.0,1.8,804,2.78,39.45,-114.28,2783.0,3,1,1,15.6,6,1.27,2002
292506.76,2.94,41,4.8,1.4,440,3.09,32.51,-123.54,2872.0,1,1,0,9.4,9,1.19,1983
210078.21,2.57,23,3.2,0.6,1941,2.13,38.79,-118.19,2349.0,3,0,1,2.6,2,1.11,2001
262386.21,2.16,7,6.2,1.6,1275,2.86,33.94,-114.42,3219.0,3,0,0,23.2,8,1.22,2017
178502.2,2.18,23,2.8,-0.3,2602,1.98,41.85,-120.56,2923.0,4,0,1,40.1,7,1.2,2001
322740.81,2.68,44,6.7,1.3,3462,3.06,34.05,-121.85,2096.0,1,1,1,9.4,7,0.98,1980
208693.82,2.19,25,3.2,1.6,353,2.97,37.75,-114.47,1280.0,3,0,0,14.3,6,1.31,1999
201066.35,2.04,27,3.5,1.2,1502,2.98,38.86,-116.08,3781.0,2,1,0,25.3,7,0.85,1997
211254.53,2.84,41,3.7,1.9,4160,2.89,40.29,-117.62,3504.0,2,0,0,49.8,8,1.26,1983
217451.21,2.45,6,4.4,0.4,5709,2.26,36.86,-118.07,2613.0,2,0,1,52.2,7,0.95,2018
398671.94,4.96,34,6.9,1.9,417,3.67,41.37,-120.72,4785.0,2,0,0,38.4,6,1.61,1990
223732.26,0.94,9,7.8,1.0,4544,3.38,37.06,-117.77,3212.0,2,1,0,25.4,5,1.42,2015
356522.34,4.21,49,4.6,1.8,806,3.33,34.89,-116.89,3708.0,3,1,1,8.3,7,1.29,1975
309893.46,4.47,33,5.4,1.6,3180,1.87,38.13,-124.17,2974.0,3,0,1,16.6,7,1.38,1991
182677.61,1.19,51,6.2,1.9,1165,3.81,38.75,-123.26,1348.0,1,0,0,21.6,6,1.38,1973
303369.18,2.37,6,5.0,1.6,3285,2.08,37.32,-121.19,5727.0,2,0,1,1.4,9,1.4,2018
298673.98,2.34,37,6.2,1.4,1353,2.37,39.47,-121.11,3603.0,2,0,0,1.9,10,0.72,1987
210830.31,1.55,31,5.5,1.8,572,3.11,36.5,-115.04,1536.0,4,0,0,18.3,5,1.03,1993
235475.92,1.99,34,5.1,1.1,1135,4.38,32.54,-117.31,2377.0,2,0,1,16.5,7,1.01,1990
154534.48,1.74,41,3.4,1.4,2785,1.55,35.01,-120.58,3971.0,0,0,0,24.4,5,0.98,1983
394685.68,5.48,29,5.7,1.1,1289,1.81,41.49,-116.0,6346.0,2,0,0,3.1,7,1.69,1995
348896.51,3.95,14,6.9,0.8,766,0.64,39.75,-121.11,3442.0,2,1,1,41.4,6,1.19,2010
249656.28,4.52,36,4.3,1.4,653,3.61,34.3,-114.1,4312.0,0,0,0,4.1,5,1.5,1988
300630.61,3.63,36,2.5,1.2,946,2.6,33.13,-116.29,6796.0,2,1,0,2.2,6,1.16,1988
243436.28,1.73,15,5.0,1.7,939,3.51,35.83,-116.01,6636.0,4,0,1,5.9,4,0.99,2009
248807.33,2.2,8,7.8,1.0,2862,3.41,40.44,-121.76,3401.0,3,0,0,24.8,3,1.22,2016
305097.23,3.31,26,7.3,0.7,1317,3.95,33.51,-122.98,4144.0,3,0,1,0.4,7,1.08,1998
250645.84,1.67,36,4.6,1.7,1423,3.0,37.66,-120.41,1827.0,2,1,0,3.9,8,1.58,1988
321381.47,3.62,48,6.2,1.1,1565,2.15,35.11,-120.99,2905.0,2,0,0,46.7,8,0.71,1976
327681.18,2.47,21,6.4,0.7,2785,3.28,39.4,-116.42,3653.0,2,1,0,0.3,7,1.45,2003
269405.99,2.34,28,7.7,1.8,3010,3.5,32.5,-122.67,2417.0,1,0,1,4.9,6,1.22,1996
234974.76,3.61,4,3.2,1.6,1186,2.58,35.13,-118.96,1536.0,1,0,1,5.9,7,1.16,2020
210128.5,3.25,16,3.9,2.0,1463,3.11,38.95,-117.9,2923.0,2,1,0,38.6,2,1.16,2008
215601.42,2.35,22,2.5,0.9,3022,1.39,37.69,-120.46,1231.0,3,0,1,28.6,9,1.32,2002
333786.75,4.32,12,4.5,0.9,1036,1.47,39.9,-122.39,6343.0,1,0,1,9.2,6,1.16,2012
280954.08,1.76,16,7.1,0.6,1166,1.01,34.0,-115.1,2897.0,2,0,0,5.7,9,1.49,2008
267200.63,3.48,51,4.7,0.8,3017,3.35,37.54,-123.04,5070.0,1,0,1,43.4,8,0.66,1973
257701.27,3.45,40,3.5,0.9,1142,3.89,34.36,-121.31,1920.0,2,0,1,3.1,7,1.04,1984
267205.83,2.4,38,5.8,1.4,2204,1.29,38.57,-116.56,2318.0,3,0,1,9.7,6,0.94,1986
247379.28,3.1,42,5.9,0.6,510,3.19,33.75,-118.14,3999.0,0,0,0,8.1,6,0.76,1982
195729.08,1.65,37,4.0,0.8,2884,3.54,33.91,-116.83,6288.0,2,0,1,41.0,7,1.27,1987
344103.49,3.93,29,4.7,1.9,1539,2.52,35.62,-116.01,3271.0,1,1,0,21.1,10,1.63,1995
251095.45,2.52,18,5.7,-0.4,2503,4.92,36.32,-115.1,1972.0,2,0,0,9.3,8,1.32,2006
260048.47,2.21,10,6.6,1.3,4427,1.25,37.24,-121.3,4614.0,2,0,0,14.0,6,1.1,2014
287344.74,4.14,42,4.5,0.5,1384,2.55,38.02,-119.52,1745.0,2,0,1,35.7,7,1.44,1982
199630.24,2.05,39,4.3,0.7,530,-0.49,36.95,-117.27,5716.0,2,0,0,26.7,7,1.36,1985
252286.01,1.55,18,8.4,1.8,1353,3.41,32.93,-116.16,5069.0,4,0,0,14.3,5,0.92,2006
247187.72,1.46,1,5.1,1.1,4777,2.12,35.76,-118.43,2040.0,2,1,1,37.0,9,1.02,2023
325651.7,3.46,39,5.9,2.4,2071,0.63,33.08,-119.11,2801.0,2,0,0,7.2,8,1.75,1985
247670.17,1.63,21,6.5,1.4,771,3.71,33.62,-117.24,2309.0,2,0,1,19.8,7,1.59,2003
364965.67,5.48,1,2.8,0.7,1548,2.81,33.38,-120.49,3605.0,4,0,0,0.2,6,1.32,2023
208093.98,1.18,15,5.5,1.4,2671,2.63,34.0,-115.12,3769.0,4,0,0,13.1,5,1.46,2009
302258.12,5.36,4,3.0,1.7,1635,4.35,40.22,-122.27,1265.0,1,0,0,2.2,7,1.56,2020
306327.18,2.96,20,5.3,1.4,1600,2.06,38.46,-115.22,3863.0,4,0,0,11.1,5,1.57,2004
271580.14,2.62,10,7.6,1.0,1021,3.77,37.31,-117.74,2839.0,3,0,0,4.2,1,1.47,2014
209892.61,2.19,23,4.0,0.3,1089,3.95,39.46,-118.19,1621.0,4,0,0,7.2,3,0.97,2001
257897.06,3.19,41,3.0,0.9,2160,2.32,41.63,-119.57,4044.0,3,0,0,23.6,8,1.26,1983
314829.17,2.68,34,8.3,1.9,2681,3.01,36.47,-122.88,6582.0,1,0,1,0.9,6,1.48,1990
286546.89,4.23,46,3.8,0.7,1573,5.01,35.99,-115.42,3150.0,3,0,0,11.6,5,1.26,1978
240767.37,2.85,48,3.3,0.9,1217,1.79,41.79,-123.95,5995.0,3,1,0,2.3,5,1.17,1976
288800.09,2.89,33,7.9,1.6,3311,3.67,39.83,-121.67,4494.0,1,0,1,12.8,7,1.06,1991
230229.78,2.35,34,3.7,1.4,1288,3.07,39.88,-123.35,4520.0,3,0,0,15.1,9,0.77,1990
344395.22,2.66,39,8.0,0.4,2278,4.52,38.2,-123.38,3761.0,3,0,1,3.0,5,1.01,1985
284030.19,3.07,10,5.9,1.0,2769,2.96,37.32,-120.4,2669.0,4,0,0,0.1,8,0.83,2014
237582.42,1.37,20,7.4,1.8,657,3.82,37.73,-122.82,2057.0,2,0,1,1.3,8,1.28,2004
223325.78,1.59,1,5.8,1.1,2021,1.08,38.69,-118.4,13871.0,2,0,0,17.5,7,1.04,2023
335552.87,3.66,13,7.1,1.8,208,0.43,36.08,-117.91,3250.0,4,0,0,7.2,2,1.2,2011
253780.22,2.91,1,4.1,1.8,1665,1.74,39.93,-115.24,3219.0,2,0,0,7.0,8,1.27,2023
247717.13,2.53,5,4.6,0.6,2874,2.47,41.14,-121.35,5132.0,2,0,1,17.7,9,1.29,2019
179022.42,2.74,16,2.3,1.0,2367,2.57,37.93,-121.25,1157.0,0,0,0,10.3,2,1.05,2008
292203.04,3.12,15,7.0,1.4,3428,4.31,36.12,-121.91,3975.0,3,1,0,15.2,4,1.09,2009
240568.85,2.19,49,6.1,0.3,2393,2.53,39.11,-116.29,5848.0,1,1,1,37.8,3,1.22,1975
209688.75,1.99,28,4.0,1.0,1171,3.03,34.23,-120.01,5774.0,4,0,1,10.6,5,1.22,1996
298016.57,2.94,31,2.9,1.4,527,3.17,41.7,-118.7,3970.0,4,1,0,15.2,7,1.44,1993
218233.5,1.84,23,5.9,0.8,1979,2.24,38.75,-120.57,1802.0,2,0,0,15.3,2,1.23,2001
291951.04,3.2,48,8.0,1.4,2651,2.98,33.14,-122.85,4672.0,1,0,0,11.5,4,0.88,1976
227694.59,1.38,45,5.3,0.8,443,4.26,37.53,-123.42,1711.0,2,0,1,16.4,6,1.05,1979
275470.34,4.1,43,4.5,0.8,2497,3.36,39.63,-115.38,6334.0,2,0,0,27.0,7,0.98,1981
240560.81,3.28,17,4.1,1.5,1939,3.71,35.14,-121.71,4406.0,2,0,0,24.7,9,1.09,2007
343966.41,3.01,49,7.4,1.8,1350,3.4,32.98,-114.61,2467.0,2,0,0,0.9,8,1.36,1975
250608.14,4.03,34,4.3,0.7,2570,4.98,37.15,-114.55,5114.0,3,0,1,45.5,3,1.4,1990
394509.06,5.29,13,4.9,0.5,1450,1.74,40.42,-119.47,2760.0,4,1,0,28.2,10,1.26,2011
382268.85,4.08,14,7.1,1.1,1378,6.0,34.89,-114.43,3134.0,2,1,0,52.9,5,0.79,2010
256831.47,1.3,11,6.5,1.3,653,4.2,39.31,-124.2,4275.0,3,1,1,3.2,6,1.0,2013
226427.04,1.63,28,5.0,0.7,2499,4.41,36.37,-123.54,2904.0,2,1,1,11.5,3,1.08,1996
281745.29,2.12,42,4.5,1.9,635,4.57,33.07,-121.95,2669.0,3,1,0,8.7,9,1.37,1982
307084.18,2.75,32,7.7,1.0,1045,4.24,35.39,-122.3,2181.0,0,0,1,7.1,7,0.77,1992
250240.23,3.34,35,3.8,0.7,2603,1.45,35.48,-121.85,4780.0,2,0,1,7.8,7,0.87,1989
197510.39,2.03,31,5.2,2.1,1581,1.64,41.09,-119.75,3046.0,1,0,1,35.1,1,1.36,1993
190782.79,2.93,17,3.2,1.7,7095,3.84,41.83,-123.84,5039.0,1,0,0,18.0,1,1.32,2007
319881.58,2.01,47,7.3,0.7,2905,3.69,34.49,-118.67,2239.0,2,1,1,5.9,8,1.64,1977
201986.43,2.13,9,4.8,1.6,3297,4.06,36.59,-121.25,1832.0,2,0,0,7.1,7,1.77,2015
240045.23,1.55,10,4.5,0.8,3580,3.06,41.78,-123.75,5170.0,2,0,0,9.5,7,0.92,2014
282542.83,1.88,8,6.5,1.5,1490,1.42,36.37,-116.59,1744.0,2,1,1,6.9,8,0.84,2016
195492.97,1.58,21,3.4,2.0,1181,2.87,35.82,-117.64,2262.0,2,0,1,3.5,4,0.94,2003
254988.27,1.84,13,6.5,0.5,684,3.89,33.54,-116.17,4004.0,2,0,1,8.6,10,1.93,2011
278944.98,4.14,50,5.0,0.8,565,2.7,39.66,-114.64,7349.0,3,0,1,1.2,3,1.03,1974
172733.54,1.86,5,3.7,0.8,4527,2.99,36.75,-118.35,3584.0,2,0,0,28.9,5,1.58,2019
454903.54,7.79,6,4.0,1.2,1099,3.04,38.57,-116.24,1756.0,1,0,0,26.1,8,1.58,2018
274771.03,3.31,30,4.5,1.3,3696,2.37,37.34,-122.41,1896.0,0,1,0,33.4,7,0.62,1994
224415.0,2.93,31,4.8,1.1,556,2.02,34.16,-120.19,2976.0,0,0,1,8.9,3,1.29,1993
248871.24,1.93,17,3.7,0.3,1562,5.53,34.18,-118.93,4108.0,2,0,1,15.8,8,1.25,2007
315302.58,3.6,11,5.9,0.5,4984,4.87,41.43,-118.82,1857.0,2,1,1,24.9,10,1.49,2013
207745.48,2.16,20,3.7,0.7,2236,4.28,40.95,-116.96,1906.0,2,0,0,5.7,7,1.6,2004
200846.21,2.85,48,2.0,1.4,2284,3.5,38.3,-116.14,2894.0,2,0,0,15.1,5,1.48,1976
453644.15,7.57,9,8.4,0.4,1131,1.79,32.51,-117.5,4251.0,3,0,0,8.7,4,1.27,2015
187352.93,2.62,2,5.8,0.6,878,4.06,36.62,-124.0,1564.0,1,0,0,7.0,5,1.42,2022
370746.86,4.3,37,8.5,0.5,1744,4.34,37.54,-120.81,914.0,1,0,1,29.4,6,0.45,1987
202318.68,2.05,1,3.9,1.3,734,2.59,36.77,-118.49,2842.0,2,0,0,14.7,5,0.79,2023
293929.06,2.68,4,6.2,1.7,1659,1.72,41.29,-119.17,11614.0,2,0,0,14.6,8,1.0,2020
338943.68,5.52,36,6.8,1.2,3963,3.51,32.89,-124.03,2364.0,2,0,0,2.6,2,1.28,1988
259752.88,2.12,25,5.2,2.1,656,4.28,38.72,-114.2,5377.0,2,1,0,6.4,6,0.82,1999
340634.3,5.61,3,3.3,1.2,3022,2.23,35.48,-114.46,1787.0,1,1,1,27.6,6,1.31,2021
311549.7,3.61,9,5.1,1.1,4010,3.63,37.82,-116.38,3171.0,2,1,0,3.6,9,1.53,2015
238949.96,2.17,22,6.4,0.7,1468,1.91,38.73,-123.92,5147.0,3,0,0,52.8,5,0.57,2002
308203.2,3.5,23,6.4,1.2,1856,1.64,36.69,-119.98,2792.0,4,1,0,26.7,7,1.81,2001
299344.65,4.01,12,5.5,0.7,1232,3.25,33.91,-120.2,1640.0,2,0,1,4.7,1,0.89,2012
323923.41,3.49,10,6.8,0.6,1410,2.02,37.43,-118.64,3074.0,1,0,0,1.7,9,1.39,2014
229119.27,1.45,34,6.8,0.6,3478,3.52,41.36,-123.91,4492.0,3,0,0,2.8,7,0.91,1990
275109.7,2.03,43,4.7,1.0,3229,1.06,37.59,-120.05,8000.0,3,1,1,4.2,8,1.25,1981
221371.69,2.46,10,3.2,0.8,2476,1.97,33.67,-116.54,1529.0,1,0,0,4.1,7,0.61,2014
353316.86,2.64,30,5.8,2.4,2940,4.23,40.33,-114.02,3544.0,3,1,1,0.2,8,1.54,1994
275125.63,3.48,22,4.4,1.2,2121,3.83,34.61,-118.25,1953.0,4,0,1,18.8,3,0.79,2002
260669.28,2.92,6,5.7,1.2,677,3.5,36.02,-114.62,3233.0,3,0,0,56.6,8,1.32,2018
216281.59,1.59,50,7.5,0.8,4235,2.47,36.57,-114.02,1941.0,2,0,0,5.1,4,1.49,1974
301023.79,3.16,2,6.2,2.6,884,3.02,35.73,-119.93,2134.0,2,0,1,0.2,7,1.03,2022
302165.9,3.47,30,7.4,0.6,1668,2.73,36.34,-117.48,6702.0,1,0,1,37.6,10,0.99,1994
313794.47,3.4,2,4.0,0.9,3578,5.8,40.06,-122.26,3081.0,2,1,1,3.5,5,0.67,2022
323276.64,4.19,32,7.1,1.6,589,3.38,34.62,-119.51,1564.0,3,0,0,0.1,5,1.25,1992
333555.41,3.79,42,8.0,1.2,2979,2.08,36.97,-123.68,2742.0,4,0,0,3.8,5,1.25,1982
282425.05,3.27,16,5.6,0.5,696,2.9,32.69,-124.19,4147.0,2,0,0,1.6,6,0.92,2008
292931.79,2.64,12,9.0,1.1,2909,0.98,37.32,-115.12,3314.0,2,1,0,19.4,7,1.2,2012
167762.31,1.4,1,4.2,1.4,4732,0.72,33.56,-115.49,3764.0,1,0,0,0.0,4,0.78,2023
267368.65,3.23,8,4.5,1.4,1002,4.76,35.18,-121.22,7732.0,3,0,0,8.7,2,0.81,2016
286718.09,2.95,48,6.5,1.4,903,3.33,35.59,-119.7,4850.0,3,0,1,10.2,6,1.42,1976
299318.22,3.03,50,5.6,2.2,1921,2.46,33.28,-119.32,5995.0,2,0,0,23.0,6,1.15,1974
248307.75,1.63,13,4.4,1.2,880,2.97,35.93,-119.03,3618.0,3,1,0,11.1,6,0.83,2011
272861.69,1.76,15,6.4,1.5,316,2.87,37.23,-123.09,4620.0,2,0,0,2.0,8,1.54,2009
291677.8,4.14,44,6.0,-0.1,1771,3.08,36.6,-116.36,2112.0,3,0,0,8.3,6,1.15,1980
214013.44,2.68,8,4.6,2.0,2363,4.38,35.16,-120.85,4328.0,2,0,1,40.9,4,1.3,2016
334670.73,3.57,10,5.8,1.1,1390,3.64,35.3,-124.17,6505.0,3,0,1,4.1,9,1.35,2014
295505.67,2.75,46,6.6,0.7,1979,2.51,38.52,-117.4,3327.0,2,0,1,5.3,8,1.2,1978
262460.22,2.75,5,4.6,1.0,4184,0.9,39.32,-115.79,2419.0,1,0,1,31.0,5,1.15,2019
279275.35,3.96,50,6.3,1.4,1357,1.8,37.98,-114.86,5811.0,2,0,0,23.1,9,1.54,1974
243674.88,2.21,19,4.2,1.6,1508,3.91,41.77,-117.42,2008.0,3,0,0,5.3,10,0.78,2005
221738.34,2.82,47,4.5,1.1,1779,4.87,41.48,-122.49,9372.0,1,0,0,18.5,5,0.59,1977
267948.65,2.26,38,7.2,1.4,1406,1.95,33.44,-118.31,3525.0,2,0,0,1.3,6,0.99,1986
275303.36,2.28,11,6.4,1.0,1406,1.77,34.98,-114.93,1341.0,2,1,1,11.7,3,1.03,2013
170678.13,2.4,43,2.7,1.3,7093,2.48,40.75,-120.82,3735.0,1,0,0,30.7,7,0.69,1981
249613.58,2.97,20,4.9,1.2,1999,5.14,32.78,-114.49,6043.0,1,0,0,27.7,8,1.33,2004
296760.72,2.24,20,6.2,1.3,1425,3.18,38.13,-123.47,5234.0,2,1,0,3.4,9,1.14,2004
325796.26,4.49,21,5.7,0.9,5472,2.09,41.57,-116.86,3037.0,3,0,1,11.4,7,1.39,2003
328123.64,1.9,18,6.4,1.3,4308,2.57,38.95,-123.24,3215.0,4,1,0,7.6,6,1.17,2006
249721.03,2.52,50,5.7,0.7,2979,2.37,33.37,-116.11,5227.0,2,0,0,12.3,7,0.79,1974
291828.69,2.28,10,5.3,1.2,1110,3.84,39.6,-123.47,1126.0,2,1,0,1.2,4,0.98,2014
351414.7,4.85,34,5.3,0.8,16088,5.34,36.08,-121.08,2260.0,3,0,1,59.7,9,1.23,1990
296590.17,2.94,26,7.1,0.6,516,3.16,41.25,-116.34,2096.0,3,0,0,12.4,7,1.61,1998
374218.31,4.11,30,6.5,0.7,434,4.31,35.22,-119.67,4549.0,3,1,0,1.9,10,1.21,1994
224487.56,1.5,9,6.1,1.0,2456,1.38,37.0,-115.23,1924.0,3,0,0,15.4,6,1.23,2015
236416.61,3.02,46,5.6,0.8,1358,5.81,39.59,-120.28,2096.0,2,0,0,0.1,8,1.54,1978
290228.76,3.88,51,4.7,1.3,249,1.39,34.95,-114.05,2381.0,2,1,1,0.1,6,1.33,1973
227608.25,2.81,31,5.0,1.1,1615,4.45,34.23,-124.3,1974.0,2,0,0,3.0,4,1.17,1993
