applicant_id,gender,married,dependents,education,self_employed,applicant_income,coapplicant_income,loan_amount,loan_term_months,credit_history,property_area,credit_score,age,loan_approved,approval_probability
APP-001502,Female,Yes,2,Graduate,No,1878.71,387.16,71507.65,180,1,Urban,637,36,0,0.5986
APP-001503,Male,Yes,1,Graduate,No,4510.9,838.87,173851.78,300,1,Rural,665,44,0,0.6485
APP-001504,Male,No,1,Graduate,Yes,2564.99,0.0,71596.9,360,1,Rural,735,39,1,0.6474
APP-001505,Female,No,0,Not Graduate,No,1992.11,0.0,109523.53,180,0,Semiurban,740,28,0,0.4394
APP-001506,Male,Yes,0,Graduate,No,1787.58,1961.57,105947.71,240,1,Rural,687,51,0,0.7178
APP-001507,Male,Yes,1,Graduate,No,4574.39,976.93,69603.2,120,0,Rural,533,41,1,0.4371
APP-001508,Female,No,1,Graduate,No,2079.46,0.0,92712.95,120,1,Semiurban,666,37,0,0.7607
APP-001509,Female,Yes,0,Not Graduate,No,7024.56,4829.71,100936.13,300,1,Urban,696,43,1,0.7243
APP-001510,Male,Yes,0,Graduate,No,1460.43,788.82,102623.31,36,1,Urban,613,57,0,0.6712
APP-001511,Female,Yes,0,Not Graduate,Yes,8510.03,5231.0,53216.63,84,1,Semiurban,836,36,1,0.837
APP-001512,Female,No,0,Graduate,No,1045.56,0.0,113590.64,84,1,Urban,629,26,0,0.726
APP-001513,Female,Yes,2,Graduate,No,4320.2,664.79,147045.26,36,1,Semiurban,650,28,0,0.6977
APP-001514,Female,Yes,1,Graduate,No,1798.54,700.8,140385.26,240,1,Urban,656,45,0,0.6135
APP-001515,Female,No,0,Graduate,No,1401.21,0.0,133650.65,300,1,Rural,576,38,0,0.7645
APP-001516,Male,Yes,2,Graduate,No,3428.83,4222.69,66675.22,24,1,Urban,539,45,0,0.7329
APP-001517,Male,Yes,1,Not Graduate,Yes,5461.77,2348.45,129816.02,84,1,Rural,635,32,1,0.471
APP-001518,Male,Yes,2,Not Graduate,No,3237.68,455.72,54011.34,300,1,Rural,439,35,0,0.4341
APP-001519,Female,No,1,Graduate,No,3546.13,0.0,91742.92,180,1,Rural,694,46,1,0.7321
APP-001520,Male,Yes,1,Graduate,No,4114.27,1129.26,62796.81,300,1,Rural,643,61,1,0.7463
APP-001521,Female,No,0,Graduate,No,5272.26,0.0,146023.84,300,1,Rural,628,65,0,0.5983
APP-001522,Female,No,3+,Not Graduate,Yes,9773.3,0.0,102729.21,360,1,Urban,713,46,1,0.6732
APP-001523,Male,No,3+,Graduate,No,2329.05,0.0,45136.42,120,1,Urban,620,67,0,0.7185
APP-001524,Male,No,0,Not Graduate,No,4851.49,0.0,86054.68,120,1,Semiurban,606,52,1,0.5708
APP-001525,Male,No,2,Not Graduate,No,2581.34,0.0,55416.62,240,1,Urban,538,30,0,0.6227
APP-001526,Female,No,0,Graduate,No,3278.54,0.0,78937.19,180,1,Rural,559,36,1,0.6538
APP-001527,Male,No,1,Graduate,No,5482.32,0.0,85972.18,240,1,Rural,757,27,1,0.7614
APP-001528,Male,No,1,Not Graduate,No,4058.61,0.0,128123.37,180,1,Rural,622,37,0,0.6839
APP-001529,Female,Yes,3+,Graduate,Yes,2327.22,3753.45,141570.64,180,1,Urban,667,43,0,0.585
APP-001530,Female,Yes,0,Graduate,No,3876.91,1664.7,55869.63,120,1,Urban,637,46,1,0.7385
APP-001531,Male,Yes,2,Graduate,No,4499.46,1174.85,87712.42,180,1,Semiurban,729,41,0,0.7367
APP-001532,Male,Yes,0,Graduate,Yes,5315.83,6970.83,84223.41,84,0,Semiurban,609,42,0,0.4662
APP-001533,Female,No,0,Graduate,No,7222.34,0.0,59121.82,120,1,Rural,600,27,1,0.6126
APP-001534,Female,No,0,Graduate,No,10673.08,0.0,88148.51,240,1,Semiurban,548,34,0,0.7502
APP-001535,Female,Yes,2,Graduate,No,3646.47,831.99,139588.34,240,1,Urban,696,35,0,0.6547
APP-001536,Female,Yes,3+,Not Graduate,No,1878.32,5124.9,64826.58,180,1,Rural,739,27,0,0.5993
APP-001537,Male,Yes,0,Graduate,No,4402.8,1078.47,139071.3,240,1,Semiurban,723,29,0,0.8324
APP-001538,Male,Yes,0,Graduate,No,1631.43,1175.66,56954.11,120,1,Rural,755,68,1,0.79
APP-001539,Male,No,0,Graduate,No,11399.28,0.0,185761.49,180,1,Urban,687,28,1,0.8079
APP-001540,Male,Yes,1,Not Graduate,No,2605.88,1337.79,97420.1,36,1,Semiurban,722,43,0,0.5966
APP-001541,Female,Yes,3+,Graduate,No,6575.33,2490.32,72951.39,180,1,Semiurban,746,49,1,0.758
APP-001542,Male,Yes,0,Graduate,No,4399.79,1199.34,126845.06,180,1,Rural,595,38,1,0.6213
APP-001543,Male,Yes,2,Graduate,No,4215.96,1671.47,266086.41,120,1,Rural,772,51,0,0.6734
APP-001544,Female,No,1,Graduate,Yes,1409.98,0.0,169599.82,12,1,Urban,714,50,0,0.722
APP-001545,Male,Yes,0,Graduate,No,2268.86,2671.73,96288.65,240,1,Semiurban,757,59,0,0.8297
APP-001546,Male,No,0,Graduate,No,2873.85,0.0,165471.46,180,0,Urban,739,55,0,0.3763
APP-001547,Male,Yes,0,Graduate,No,2908.96,675.07,245489.0,60,1,Rural,553,38,0,0.5192
APP-001548,Female,Yes,0,Not Graduate,No,3849.49,1635.82,84919.33,360,1,Semiurban,740,62,1,0.8327
APP-001549,Female,Yes,3+,Graduate,No,2448.36,2178.64,105392.46,300,0,Rural,700,59,0,0.4432
APP-001550,Male,No,2,Not Graduate,No,4885.45,0.0,71109.64,60,1,Urban,643,37,1,0.6473
APP-001551,Female,Yes,3+,Graduate,No,3436.59,342.85,84563.62,240,1,Urban,720,34,0,0.7955
APP-001552,Female,Yes,0,Graduate,No,5401.75,4922.36,88303.82,180,1,Semiurban,729,51,1,0.6393
APP-001553,Female,Yes,1,Not Graduate,No,1493.59,808.3,82749.84,120,0,Rural,793,44,1,0.2988
APP-001554,Female,Yes,3+,Graduate,No,5817.06,2959.89,158078.5,240,1,Semiurban,819,55,0,0.8753
APP-001555,Female,Yes,1,Graduate,No,9677.66,1334.62,46532.06,180,1,Urban,722,64,0,0.7885
APP-001556,Female,Yes,0,Graduate,No,3308.71,1674.7,99732.62,300,0,Urban,718,65,1,0.6103
APP-001557,Male,No,0,Graduate,Yes,7511.91,0.0,96457.54,240,1,Urban,737,54,1,0.7686
APP-001558,Male,Yes,0,Graduate,No,3580.82,4033.57,81761.37,180,1,Urban,637,23,0,0.7776
APP-001559,Male,Yes,0,Graduate,Yes,2832.55,2178.83,137280.45,180,1,Urban,757,57,0,0.7467
APP-001560,Female,Yes,2,Not Graduate,No,4132.13,2030.07,135873.42,24,1,Semiurban,634,63,0,0.749
APP-001561,Female,No,2,Graduate,No,9334.94,0.0,100569.58,60,1,Semiurban,664,60,1,0.775
APP-001562,Male,Yes,0,Not Graduate,No,8895.7,5992.23,111891.31,24,1,Urban,636,46,0,0.6962
APP-001563,Male,No,0,Graduate,No,1452.9,0.0,96784.43,36,1,Rural,620,43,0,0.7376
APP-001564,Female,Yes,2,Graduate,No,1964.1,5118.55,126664.52,36,1,Urban,757,64,0,0.7688
APP-001565,Female,No,0,Graduate,No,3455.56,0.0,185325.5,12,1,Semiurban,688,59,0,0.8338
APP-001566,Female,Yes,0,Graduate,No,2382.13,7706.09,151225.92,240,0,Semiurban,717,35,0,0.4805
APP-001567,Female,Yes,2,Graduate,No,4579.83,2514.73,241496.25,180,0,Rural,719,69,0,0.3188
APP-001568,Female,No,2,Graduate,No,3350.59,0.0,138212.6,240,1,Semiurban,595,24,0,0.6138
APP-001569,Female,No,0,Not Graduate,No,2773.72,0.0,47351.25,60,1,Urban,576,49,0,0.6325
APP-001570,Female,No,1,Graduate,No,11925.59,0.0,127700.3,300,1,Urban,819,42,0,0.8849
APP-001571,Female,No,1,Graduate,No,5823.31,0.0,73462.51,36,1,Urban,620,45,1,0.8467
APP-001572,Male,Yes,0,Graduate,No,5591.08,1892.97,166844.24,120,1,Rural,706,33,1,0.7891
APP-001573,Male,Yes,1,Not Graduate,No,2243.23,1305.34,88489.72,120,1,Semiurban,666,38,1,0.6435
APP-001574,Male,Yes,0,Graduate,No,3560.61,1010.59,58092.87,84,0,Rural,675,53,0,0.4942
APP-001575,Male,No,1,Graduate,Yes,3353.58,0.0,113017.36,60,1,Urban,732,36,1,0.7802
APP-001576,Female,Yes,0,Graduate,No,3851.81,1400.08,88365.01,180,1,Urban,605,65,0,0.6785
APP-001577,Male,No,2,Graduate,No,2795.7,0.0,116967.8,12,0,Urban,650,62,1,0.5856
APP-001578,Female,Yes,0,Graduate,No,6332.97,2799.49,113604.62,240,0,Urban,780,64,0,0.435
APP-001579,Male,No,2,Graduate,Yes,8092.34,0.0,114093.42,24,1,Rural,677,22,0,0.7826
APP-001580,Male,Yes,1,Graduate,No,5763.3,1667.22,114657.1,360,1,Urban,788,55,0,0.7364
APP-001581,Female,Yes,0,Graduate,No,3428.88,5169.75,139945.6,300,1,Urban,731,62,0,0.79
APP-001582,Male,No,0,Not Graduate,No,2859.08,0.0,105947.23,120,1,Urban,739,54,1,0.6925
APP-001583,Male,Yes,0,Graduate,No,6970.72,2582.62,93955.23,60,1,Semiurban,707,50,0,0.8142
APP-001584,Male,No,0,Graduate,No,4421.71,0.0,89164.57,300,1,Urban,850,33,0,0.7668
APP-001585,Female,No,0,Graduate,No,5084.15,0.0,85600.66,240,0,Semiurban,624,33,0,0.592
APP-001586,Male,Yes,1,Graduate,No,4374.49,8617.66,88598.04,180,0,Urban,549,38,1,0.3737
APP-001587,Female,No,0,Graduate,No,2331.4,0.0,139297.77,120,1,Urban,612,52,0,0.6977
APP-001588,Female,No,0,Graduate,No,9302.46,0.0,168116.28,180,1,Urban,661,52,1,0.6781
APP-001589,Female,Yes,0,Graduate,No,15871.18,601.22,135772.11,120,1,Rural,850,55,1,0.7711
APP-001590,Female,Yes,2,Graduate,No,2809.48,2941.79,111752.56,180,1,Semiurban,741,59,1,0.8126
APP-001591,Male,Yes,2,Not Graduate,No,3556.04,2571.71,102536.69,300,1,Urban,769,66,0,0.7942
APP-001592,Male,No,2,Graduate,No,2897.57,0.0,108681.33,360,1,Urban,507,49,1,0.6377
APP-001593,Female,No,0,Graduate,Yes,2446.15,0.0,109152.68,360,1,Urban,644,69,0,0.6834
APP-001594,Male,Yes,1,Graduate,No,5207.07,814.95,77957.46,300,1,Urban,732,49,0,0.7546
APP-001595,Male,Yes,2,Graduate,No,2572.29,8486.62,74144.17,240,1,Semiurban,695,64,1,0.7768
APP-001596,Male,Yes,1,Graduate,No,2052.64,2028.17,102333.53,180,1,Urban,554,36,0,0.5834
APP-001597,Female,Yes,3+,Graduate,No,4758.73,1598.27,70262.11,36,1,Urban,711,64,1,0.727
APP-001598,Male,No,2,Graduate,No,2154.25,0.0,72052.98,240,1,Semiurban,621,67,1,0.8582
APP-001599,Male,No,2,Graduate,No,2515.92,0.0,75388.3,120,1,Urban,707,30,1,0.8792
APP-001600,Female,Yes,3+,Graduate,No,2426.58,2375.4,158756.64,240,1,Urban,575,50,0,0.5885
APP-001601,Female,No,2,Not Graduate,No,4805.48,0.0,179590.73,84,1,Urban,677,45,0,0.668
APP-001602,Male,Yes,1,Graduate,No,3806.62,992.03,98853.24,240,1,Urban,784,59,1,0.8337
APP-001603,Male,Yes,2,Graduate,No,1186.42,1459.33,101249.71,60,0,Urban,649,40,0,0.5734
APP-001604,Female,Yes,0,Graduate,No,4321.89,1002.06,131862.38,240,1,Urban,792,25,1,0.8288
APP-001605,Female,Yes,0,Graduate,No,2219.19,458.58,69034.84,300,1,Urban,585,21,0,0.6648
APP-001606,Female,No,0,Graduate,Yes,9159.95,0.0,103666.5,300,0,Urban,647,50,0,0.4405
APP-001607,Male,Yes,2,Graduate,No,1051.4,741.78,218374.76,120,1,Semiurban,717,69,0,0.6925
APP-001608,Male,Yes,0,Graduate,No,4562.35,9088.88,96356.1,120,0,Rural,628,23,0,0.5148
APP-001609,Female,Yes,0,Graduate,No,5807.68,8116.49,94705.56,300,0,Semiurban,654,65,0,0.5532
APP-001610,Female,Yes,1,Graduate,Yes,1765.08,2398.04,95494.78,240,1,Urban,585,34,0,0.7587
APP-001611,Male,Yes,0,Graduate,No,3080.36,418.14,89865.63,180,1,Urban,545,50,1,0.7469
APP-001612,Male,Yes,1,Graduate,No,3855.29,2607.69,117174.58,360,1,Rural,706,24,0,0.7611
APP-001613,Female,No,2,Not Graduate,Yes,3326.86,0.0,111631.15,180,1,Semiurban,653,38,0,0.5333
APP-001614,Male,No,0,Graduate,No,4877.39,0.0,43593.95,84,0,Rural,773,57,0,0.5262
APP-001615,Male,Yes,1,Graduate,No,4002.35,4085.2,124582.96,240,1,Semiurban,589,45,0,0.7643
APP-001616,Male,No,0,Graduate,Yes,5836.21,0.0,67173.47,180,0,Semiurban,645,68,0,0.4476
APP-001617,Male,Yes,2,Graduate,No,4437.62,1349.95,129064.54,84,0,Urban,623,21,0,0.4888
APP-001618,Male,Yes,1,Not Graduate,No,3887.67,1273.14,100143.24,60,1,Semiurban,603,66,0,0.5517
APP-001619,Female,Yes,1,Graduate,No,3084.67,1294.96,104453.8,120,1,Urban,786,35,0,0.7576
APP-001620,Male,Yes,0,Graduate,No,4223.43,509.19,107596.43,360,1,Urban,601,29,1,0.691
APP-001621,Male,No,3+,Graduate,No,10394.0,0.0,79567.59,60,1,Semiurban,680,35,0,0.8479
APP-001622,Male,Yes,0,Graduate,No,3457.17,1929.63,77849.17,180,1,Urban,694,69,0,0.6398
APP-001623,Male,No,3+,Graduate,Yes,1695.86,0.0,133140.92,120,1,Urban,599,44,1,0.653
APP-001624,Male,Yes,0,Graduate,No,7026.99,2252.1,80234.73,300,0,Urban,745,24,0,0.5929
APP-001625,Male,Yes,3+,Graduate,No,12649.85,2347.51,64651.09,120,0,Urban,589,32,1,0.4146
APP-001626,Female,No,1,Graduate,No,5148.82,0.0,119731.92,84,1,Semiurban,770,57,1,0.8247
APP-001627,Male,Yes,0,Graduate,No,11836.74,3702.03,117473.7,180,1,Urban,626,57,1,0.7806
APP-001628,Male,Yes,3+,Not Graduate,No,3967.07,4127.8,97217.76,60,1,Rural,713,63,0,0.5334
APP-001629,Male,Yes,0,Graduate,No,21362.42,881.55,107666.77,120,1,Rural,850,26,1,0.95
APP-001630,Female,Yes,2,Graduate,No,1508.58,737.43,103405.93,240,1,Urban,760,59,1,0.7326
APP-001631,Female,No,1,Not Graduate,No,3326.25,0.0,126030.74,180,1,Semiurban,577,66,0,0.3905
APP-001632,Male,Yes,0,Not Graduate,No,5215.95,7090.57,138028.38,12,1,Urban,474,44,1,0.6817
APP-001633,Female,Yes,0,Graduate,Yes,2301.16,3564.34,121689.27,180,1,Urban,791,31,0,0.7616
APP-001634,Male,No,0,Graduate,No,7403.27,0.0,141273.93,240,1,Urban,697,33,1,0.782
APP-001635,Female,Yes,1,Graduate,No,5055.26,1818.04,188926.74,180,1,Semiurban,803,54,0,0.736
APP-001636,Male,Yes,1,Graduate,Yes,3199.23,17828.26,118821.86,180,0,Urban,747,45,1,0.5067
APP-001637,Female,Yes,0,Not Graduate,No,4711.96,3520.43,96534.88,120,1,Urban,678,27,1,0.6544
APP-001638,Male,Yes,0,Not Graduate,No,4102.81,1540.84,52772.89,180,1,Urban,779,24,0,0.7846
APP-001639,Male,Yes,0,Graduate,No,5376.68,8840.2,58644.04,36,0,Urban,651,28,1,0.5595
APP-001640,Female,Yes,0,Not Graduate,No,3165.98,7170.39,114622.89,240,0,Rural,818,40,0,0.4704
APP-001641,Female,No,1,Graduate,No,966.43,0.0,89130.52,300,1,Semiurban,643,49,1,0.7578
APP-001642,Male,Yes,0,Not Graduate,No,6114.03,677.21,81128.61,180,1,Urban,647,65,1,0.7171
APP-001643,Male,Yes,0,Not Graduate,Yes,3501.38,1533.11,124081.08,360,1,Semiurban,727,66,1,0.6215
APP-001644,Male,Yes,0,Graduate,No,2272.26,5017.21,131307.69,180,1,Rural,655,30,0,0.6635
APP-001645,Female,Yes,0,Graduate,No,2907.77,1137.09,112905.94,24,1,Semiurban,742,63,0,0.6192
APP-001646,Female,No,1,Graduate,No,3235.84,0.0,84362.56,180,1,Urban,661,54,1,0.8268
APP-001647,Male,Yes,3+,Not Graduate,No,1491.72,3467.68,217503.76,120,0,Urban,717,46,0,0.4001
APP-001648,Female,Yes,1,Not Graduate,No,2136.78,386.16,95609.92,84,1,Urban,782,61,0,0.678
APP-001649,Female,Yes,2,Graduate,Yes,3398.31,1365.1,142469.96,180,1,Urban,690,69,0,0.5724
APP-001650,Female,Yes,0,Graduate,No,3287.42,765.82,90404.57,180,1,Semiurban,663,23,0,0.6913
APP-001651,Female,No,0,Graduate,No,2079.45,0.0,64870.63,60,1,Urban,662,26,0,0.6875
APP-001652,Female,Yes,2,Not Graduate,Yes,1680.83,847.12,101964.32,180,1,Semiurban,743,25,0,0.6251
APP-001653,Male,Yes,1,Graduate,No,2182.41,1601.36,267553.65,300,1,Semiurban,771,25,0,0.7834
APP-001654,Male,Yes,2,Graduate,No,4350.45,2533.12,146072.33,180,1,Semiurban,536,67,0,0.5829
APP-001655,Female,Yes,1,Graduate,No,2470.44,2005.83,94939.55,84,1,Urban,732,43,0,0.7826
APP-001656,Male,Yes,0,Not Graduate,No,6143.96,1176.38,123847.47,240,1,Rural,597,69,0,0.6035
APP-001657,Female,Yes,1,Not Graduate,No,7312.0,1375.4,86935.98,300,1,Urban,642,29,0,0.7565
APP-001658,Male,No,1,Graduate,No,10366.27,0.0,130277.14,120,1,Urban,683,55,0,0.8336
APP-001659,Male,Yes,1,Graduate,No,5296.08,3663.84,214648.96,36,0,Urban,679,40,0,0.4168
APP-001660,Female,No,0,Graduate,No,4691.21,0.0,79907.18,300,0,Semiurban,669,69,1,0.5109
APP-001661,Female,Yes,3+,Not Graduate,No,8320.07,2085.28,110103.06,240,1,Semiurban,705,62,0,0.7643
APP-001662,Male,No,1,Graduate,No,1752.97,0.0,115097.46,360,1,Urban,635,55,1,0.7356
APP-001663,Female,Yes,1,Graduate,No,5301.78,982.86,84841.71,240,1,Semiurban,724,38,0,0.5979
APP-001664,Female,No,1,Graduate,No,6435.22,0.0,83252.69,60,0,Rural,665,37,1,0.4317
APP-001665,Female,Yes,1,Graduate,No,3618.4,766.1,106021.67,180,1,Semiurban,708,44,1,0.6832
APP-001666,Male,Yes,1,Graduate,No,5964.45,816.5,76589.94,24,1,Rural,643,23,0,0.7588
APP-001667,Female,No,0,Graduate,No,2979.93,0.0,149168.42,120,1,Rural,611,52,0,0.5069
APP-001668,Female,Yes,0,Graduate,No,3728.19,4041.88,92453.29,240,1,Urban,597,55,1,0.8695
APP-001669,Male,Yes,0,Graduate,No,4536.48,4549.1,93931.93,180,1,Semiurban,650,58,1,0.787
APP-001670,Female,Yes,2,Graduate,No,4456.4,1707.45,67945.14,180,1,Rural,599,33,0,0.7228
APP-001671,Female,Yes,2,Graduate,No,1581.65,1218.42,71144.77,300,1,Semiurban,755,67,0,0.676
APP-001672,Female,Yes,2,Graduate,No,2675.22,1823.48,81371.86,60,1,Urban,717,45,0,0.6694
APP-001673,Female,Yes,1,Graduate,No,3734.62,431.64,81462.35,180,1,Semiurban,587,29,0,0.7487
APP-001674,Male,Yes,0,Graduate,No,4606.76,5487.94,65534.65,240,1,Semiurban,541,24,1,0.6637
APP-001675,Male,Yes,3+,Not Graduate,No,5453.15,207.01,138598.72,300,1,Urban,746,34,0,0.4019
APP-001676,Female,Yes,2,Graduate,No,3694.69,3938.09,175610.95,60,0,Urban,729,57,0,0.4624
APP-001677,Female,Yes,2,Graduate,No,7078.57,819.28,92904.15,240,1,Urban,575,54,1,0.5543
APP-001678,Female,Yes,1,Graduate,No,3054.88,1796.37,68918.98,24,1,Semiurban,634,31,0,0.7151
APP-001679,Male,No,0,Not Graduate,No,6088.2,0.0,70948.91,180,0,Urban,733,61,1,0.4969
APP-001680,Male,Yes,0,Graduate,No,3327.62,926.4,107841.3,240,1,Urban,483,23,0,0.5957
APP-001681,Male,No,0,Graduate,No,2100.16,0.0,103041.19,300,1,Rural,597,48,1,0.7669
APP-001682,Male,No,1,Graduate,No,17520.03,0.0,53099.33,120,1,Rural,632,49,1,0.92
APP-001683,Male,No,0,Graduate,No,4912.41,0.0,42649.88,240,1,Rural,742,29,1,0.6991
APP-001684,Female,No,0,Not Graduate,Yes,1206.47,0.0,102631.25,36,1,Semiurban,656,23,0,0.5157
APP-001685,Male,No,2,Graduate,No,6261.14,0.0,132411.43,84,1,Urban,743,45,0,0.8044
APP-001686,Female,Yes,0,Not Graduate,Yes,4018.75,1658.31,159804.2,240,1,Semiurban,621,54,0,0.5352
APP-001687,Male,Yes,0,Graduate,Yes,6125.52,280.7,77201.97,300,1,Urban,713,32,1,0.6793
APP-001688,Female,Yes,2,Not Graduate,No,5040.01,1365.63,155849.14,12,0,Urban,693,62,1,0.384
APP-001689,Female,No,1,Graduate,No,2302.7,0.0,89586.99,60,1,Rural,613,29,0,0.497
APP-001690,Male,No,1,Not Graduate,No,6323.71,0.0,61989.43,84,0,Urban,643,35,1,0.4137
APP-001691,Male,No,0,Graduate,No,2446.33,0.0,204271.77,180,1,Semiurban,708,60,0,0.865
APP-001692,Male,No,0,Graduate,No,2243.08,0.0,51749.78,60,1,Urban,680,45,1,0.7165
APP-001693,Female,No,0,Graduate,No,2978.08,0.0,92368.47,360,0,Urban,714,25,1,0.6101
APP-001694,Male,Yes,3+,Not Graduate,No,1953.11,453.91,76447.21,120,0,Urban,746,31,0,0.4191
APP-001695,Female,Yes,0,Graduate,No,4918.04,3202.01,115285.5,60,1,Urban,661,54,0,0.7903
APP-001696,Female,Yes,2,Graduate,No,12725.67,2041.15,144829.57,240,1,Urban,461,44,0,0.6369
APP-001697,Female,Yes,0,Graduate,No,1877.37,2718.8,47916.98,180,0,Urban,586,35,1,0.5831
APP-001698,Male,Yes,3+,Not Graduate,No,8307.5,1104.34,76976.56,300,1,Semiurban,558,58,1,0.6518
APP-001699,Female,Yes,0,Graduate,No,2542.14,642.68,144799.25,300,0,Rural,562,28,0,0.2417
APP-001700,Male,No,0,Graduate,No,2549.89,0.0,70289.94,300,1,Urban,667,25,0,0.7827
APP-001701,Male,Yes,2,Not Graduate,No,1835.55,2446.94,53305.53,180,0,Urban,714,68,0,0.4212
APP-001702,Female,No,0,Not Graduate,No,4472.84,0.0,83018.67,84,1,Urban,578,46,0,0.5389
APP-001703,Female,Yes,1,Graduate,No,1645.47,2378.04,77795.66,120,1,Semiurban,739,38,0,0.6829
APP-001704,Male,Yes,1,Not Graduate,No,2739.67,764.84,135638.28,180,1,Semiurban,744,26,0,0.7381
APP-001705,Male,No,1,Graduate,No,7082.0,0.0,101914.43,360,1,Urban,837,57,1,0.8878
APP-001706,Male,No,2,Graduate,No,9303.88,0.0,73953.65,84,0,Urban,754,68,0,0.4913
APP-001707,Male,Yes,0,Not Graduate,No,2058.82,2202.42,145706.69,180,0,Rural,763,33,0,0.3685
APP-001708,Male,Yes,2,Not Graduate,No,3033.48,843.51,98867.75,180,1,Urban,694,48,1,0.5553
APP-001709,Female,Yes,3+,Graduate,No,3343.78,2230.64,57041.06,120,1,Semiurban,605,25,0,0.5992
APP-001710,Female,No,1,Graduate,No,1505.81,0.0,75897.41,60,1,Semiurban,658,33,1,0.8093
APP-001711,Female,Yes,1,Graduate,Yes,2580.3,1364.02,80783.88,300,1,Semiurban,764,37,0,0.8317
APP-001712,Male,Yes,3+,Not Graduate,No,2488.17,3091.62,218151.46,240,0,Semiurban,665,60,0,0.3808
APP-001713,Female,Yes,0,Not Graduate,No,4881.57,1292.99,92205.1,84,1,Urban,695,65,1,0.5863
APP-001714,Female,No,0,Graduate,Yes,4218.24,0.0,59229.63,180,1,Semiurban,749,52,1,0.7868
APP-001715,Female,No,0,Not Graduate,No,3921.84,0.0,93185.69,240,0,Semiurban,690,49,0,0.4397
APP-001716,Male,No,0,Graduate,No,3207.84,0.0,130458.16,360,1,Urban,661,23,1,0.6944
APP-001717,Male,Yes,2,Graduate,No,7997.14,882.55,95903.74,60,1,Semiurban,629,60,1,0.7357
APP-001718,Male,No,0,Graduate,No,3593.75,0.0,152629.64,240,1,Urban,843,54,1,0.8056
APP-001719,Female,No,0,Graduate,No,6608.44,0.0,133793.86,240,1,Urban,708,60,0,0.7418
APP-001720,Female,No,0,Graduate,No,5186.51,0.0,129840.18,24,1,Urban,590,47,0,0.6755
APP-001721,Female,Yes,0,Not Graduate,Yes,3990.42,18097.1,129622.26,240,1,Urban,623,33,0,0.7073
APP-001722,Male,No,0,Graduate,No,6208.07,0.0,164851.14,240,1,Semiurban,678,65,0,0.6543
APP-001723,Male,Yes,1,Graduate,Yes,3026.45,2224.41,152016.79,300,1,Semiurban,730,53,1,0.6076
APP-001724,Male,No,0,Not Graduate,No,2128.67,0.0,63741.22,36,1,Semiurban,668,26,1,0.5114
APP-001725,Male,Yes,0,Graduate,No,3577.01,6590.85,64090.53,60,1,Urban,558,44,0,0.6701
APP-001726,Male,Yes,2,Graduate,No,8968.49,1744.41,125175.98,180,1,Urban,528,39,1,0.7577
APP-001727,Female,Yes,0,Graduate,No,4139.85,1076.85,69097.36,300,1,Urban,537,36,0,0.7708
APP-001728,Male,Yes,1,Not Graduate,No,2690.09,554.95,63395.87,300,0,Urban,721,60,0,0.4295
APP-001729,Female,Yes,0,Graduate,No,2238.04,783.83,140897.29,240,0,Urban,693,48,0,0.496
APP-001730,Male,Yes,1,Graduate,Yes,1461.03,1912.56,83358.82,180,1,Semiurban,624,53,0,0.501
APP-001731,Male,Yes,0,Graduate,No,2226.04,417.2,131663.21,84,1,Urban,840,68,0,0.7203
APP-001732,Male,No,0,Not Graduate,No,4360.08,0.0,125599.27,180,1,Semiurban,676,61,0,0.5415
APP-001733,Female,Yes,1,Graduate,No,3157.43,6840.44,99919.22,84,1,Semiurban,549,33,0,0.6565
APP-001734,Male,Yes,2,Graduate,No,4160.24,3510.5,139938.46,240,1,Urban,668,63,0,0.7496
APP-001735,Female,No,2,Graduate,No,2106.46,0.0,120882.01,120,1,Rural,714,65,1,0.7906
APP-001736,Male,Yes,2,Graduate,No,6741.1,3844.62,139783.44,180,1,Urban,639,45,0,0.732
APP-001737,Female,Yes,1,Graduate,No,5718.63,980.41,56788.92,240,1,Semiurban,665,62,0,0.6239
APP-001738,Female,Yes,1,Not Graduate,No,2598.47,3373.11,92634.45,180,1,Rural,728,56,0,0.6484
APP-001739,Male,Yes,0,Graduate,No,1560.87,1352.43,56761.06,240,1,Urban,696,47,0,0.8248
APP-001740,Female,Yes,2,Not Graduate,No,4230.75,8738.05,86551.23,240,1,Urban,730,58,0,0.5836
APP-001741,Male,Yes,0,Not Graduate,No,1119.01,727.71,65975.49,84,1,Semiurban,737,27,0,0.698
APP-001742,Female,No,2,Graduate,No,1653.81,0.0,66425.44,120,1,Semiurban,556,25,0,0.5823
APP-001743,Male,Yes,1,Graduate,Yes,2857.93,1632.13,100632.42,36,1,Urban,725,63,0,0.7738
APP-001744,Male,Yes,0,Not Graduate,No,2145.39,402.38,188048.11,36,1,Urban,729,65,0,0.5917
APP-001745,Female,No,0,Not Graduate,Yes,7918.44,0.0,112915.63,240,0,Urban,699,51,0,0.4332
APP-001746,Female,Yes,2,Graduate,No,2987.92,3162.52,109577.71,84,1,Semiurban,706,43,0,0.7768
APP-001747,Male,Yes,0,Graduate,No,4877.99,5999.34,55906.95,300,1,Rural,607,62,0,0.6644
APP-001748,Female,No,0,Graduate,Yes,985.89,0.0,195673.27,360,0,Rural,802,30,0,0.4954
APP-001749,Male,Yes,0,Graduate,No,1248.02,859.1,107383.12,84,1,Rural,726,52,0,0.6501
